PHI	log10.PHI	Std.Error	log10.Std.Error	0.025	0.975	log10.0.025	log10.0.975
1.00454855	-0.000666334	1.09E-05	4.85E-06	0.7942844	1.223511288	-0.100023967	0.087607978
1.227601051	0.086610921	1.23E-05	4.86E-06	1.010659427	1.464935083	0.004604831	0.165818379
1.330648065	0.12231946	1.20E-05	3.90E-06	1.119148231	1.57772034	0.04888761	0.198030022
1.775680423	0.243732348	2.95E-05	6.94E-06	1.281890185	2.38751173	0.107850806	0.377945514
1.009030938	-0.002442122	1.59E-05	8.00E-06	0.707030504	1.313661637	-0.150561851	0.118483516
1.307931066	0.111679897	1.93E-05	6.64E-06	0.944796403	1.696640625	-0.024661772	0.229589861
1.617101908	0.206982791	1.39E-05	4.14E-06	1.415199967	1.933084	0.150817809	0.286250692
1.646440625	0.215090945	1.39E-05	3.51E-06	1.431013078	1.958546519	0.155643603	0.291933891
1.666232228	0.220673248	1.21E-05	3.00E-06	1.50848377	1.982043225	0.178540641	0.297113117
1.00008595	-0.046530548	4.80E-05	2.06E-05	0.353274231	2.202814251	-0.451888145	0.342977847
0.812394977	-0.101922631	1.82E-05	1.04E-05	0.474991883	1.186488321	-0.323313813	0.074263468
2.025239944	0.304811776	1.86E-05	3.74E-06	1.759340763	2.492143621	0.245349965	0.396573067
2.386131525	0.375234723	2.78E-05	4.45E-06	2.028079291	3.028338281	0.307084922	0.481204383
1.284282327	0.106325768	1.33E-05	4.52E-06	1.038346291	1.560696536	0.016342216	0.193318463
1.232637167	0.088768698	1.13E-05	4.51E-06	1.03353	1.452930228	0.014323085	0.162244746
0.914950013	-0.040885117	8.76E-06	4.71E-06	0.748532334	1.077749393	-0.125789436	0.032517786
1.778974175	0.248169258	1.75E-05	4.13E-06	1.498871463	2.164689897	0.17576439	0.335395688
1.563943267	0.192006096	1.53E-05	4.55E-06	1.309290232	1.88094237	0.117035928	0.274375489
1.1135602	0.045592327	7.64E-06	3.25E-06	0.97628382	1.263382916	-0.010423909	0.101534998
0.765987217	-0.120845728	1.08E-05	7.09E-06	0.554396033	0.967522995	-0.256179886	-0.014338718
1.778015971	0.247853294	1.60E-05	4.68E-06	1.543495508	2.140792326	0.18850537	0.330574534
1.421654582	0.151283264	1.22E-05	3.59E-06	1.22338178	1.694297478	0.087562007	0.228989664
1.272837639	0.100548424	1.77E-05	6.09E-06	0.93822082	1.629205461	-0.027694939	0.211975857
1.237817883	0.089776091	1.30E-05	5.52E-06	1.002699087	1.488992768	0.001170619	0.172892587
1.45408082	0.157943204	2.16E-05	6.34E-06	1.074703337	1.912094609	0.031288594	0.281509349
1.342609763	0.12401145	1.64E-05	6.39E-06	1.046398179	1.658109231	0.019696974	0.219613134
1.412529707	0.146203265	1.67E-05	6.40E-06	1.122506665	1.733376509	0.050188927	0.238892864
1.414852858	0.149413019	1.11E-05	3.35E-06	1.233166218	1.656275001	0.091021619	0.219132445
1.407576919	0.14726837	1.06E-05	3.22E-06	1.234236416	1.645737767	0.091398356	0.216360636
1.417880058	0.150286123	1.12E-05	3.47E-06	1.237916076	1.66598339	0.092691199	0.221670667
1.410586476	0.148180723	1.05E-05	3.30E-06	1.2402526	1.648022727	0.093510146	0.216963196
1.506522655	0.176398396	1.31E-05	3.68E-06	1.293419565	1.790804373	0.111739424	0.253048133
1.59443152	0.200512335	1.61E-05	4.22E-06	1.329488764	1.934100829	0.123684671	0.286479106
1.117337584	0.045979381	1.08E-05	4.54E-06	0.918385154	1.327546567	-0.036975152	0.123049763
0.976415217	-0.023583399	2.29E-05	1.12E-05	0.543140941	1.436173561	-0.26508746	0.157206927
1.004949689	-0.04446955	4.81E-05	2.08E-05	0.354502806	2.164911215	-0.450380339	0.335439567
2.022205353	0.304190665	1.81E-05	3.77E-06	1.790971717	2.462767369	0.253088726	0.391423381
1.174071431	0.067026615	1.12E-05	5.50E-06	0.978933658	1.383713702	-0.009246741	0.141046237
1.229525447	0.084418312	1.89E-05	6.89E-06	0.872610946	1.612465597	-0.059179347	0.207490435
1.037874103	0.014071495	1.00E-05	4.29E-06	0.847576177	1.233201657	-0.071821269	0.091034081
1.41489315	0.149486199	1.05E-05	3.34E-06	1.239086869	1.642981256	0.093101754	0.215632606
1.443758011	0.157741457	1.14E-05	4.44E-06	1.259575353	1.68335946	0.100224153	0.226176864
1.689462662	0.226001859	1.54E-05	3.87E-06	1.433055602	2.036176789	0.15626304	0.30881548
1.685590982	0.224463776	1.73E-05	4.52E-06	1.398377006	2.061278774	0.145624271	0.314136628
1.703023076	0.227827147	1.98E-05	5.87E-06	1.374716906	2.099539653	0.138213267	0.32212407
1.421889305	0.150638387	1.41E-05	4.51E-06	1.17256097	1.711024703	0.069135433	0.233256279
1.331746459	0.121926002	1.34E-05	4.96E-06	1.09394631	1.589220977	0.038996002	0.201184289
1.450101137	0.158500656	1.65E-05	5.11E-06	1.1517713	1.783096042	0.06136625	0.251174735
1.820314407	0.258268565	1.75E-05	3.99E-06	1.547084861	2.217200079	0.189514132	0.345804883
0.930861413	-0.039651725	1.79E-05	8.79E-06	0.583554777	1.287701708	-0.233918431	0.10981524
0.771941185	-0.122627586	1.58E-05	9.86E-06	0.46772933	1.084196768	-0.330005396	0.035108104
1.589149714	0.198988423	1.60E-05	4.37E-06	1.319607913	1.92535244	0.120444911	0.284510227
1.147590876	0.058436077	7.02E-06	4.16E-06	1.046998869	1.272686498	0.019946213	0.104721436
1.149473786	0.059645448	6.32E-06	3.05E-06	1.048959846	1.266455224	0.020758864	0.102589837
0.884124994	-0.058489826	1.26E-05	6.93E-06	0.642461638	1.12462514	-0.1921528	0.051007788
0.716165304	-0.153622031	1.34E-05	9.14E-06	0.453639066	0.97251867	-0.343289556	-0.012102053
0.592255652	-0.236893773	1.18E-05	9.36E-06	0.357871012	0.817811936	-0.446273615	-0.087346586
0.507247925	-0.311219543	1.34E-05	1.25E-05	0.261354651	0.778243043	-0.582769766	-0.108884753
1.081834912	0.032552794	6.86E-06	4.71E-06	0.979139468	1.193550471	-0.009155444	0.076840788
1.079567671	0.031278819	7.03E-06	5.47E-06	0.978951936	1.193532404	-0.00923863	0.076834214
1.100178719	0.039022829	9.14E-06	5.66E-06	0.952026509	1.260441514	-0.021350961	0.100522698
1.766203165	0.245390818	1.65E-05	3.67E-06	1.545798126	2.131361822	0.189152776	0.328657182
1.76696384	0.245523363	1.70E-05	3.72E-06	1.544547735	2.133109013	0.188801329	0.32901305
1.251259565	0.09626805	8.92E-06	3.05E-06	1.097201662	1.446263021	0.040286457	0.160247272
0.980736613	-0.011209713	9.89E-06	5.38E-06	0.808287816	1.166708209	-0.092433972	0.066962253
0.835425675	-0.096181169	2.38E-05	1.28E-05	0.416921078	1.319800677	-0.379946252	0.120508325
1.845763922	0.261958003	2.65E-05	6.00E-06	1.403741955	2.406414026	0.14728728	0.381370348
1.001352787	-0.044820141	4.87E-05	2.00E-05	0.363900983	2.190310117	-0.439016832	0.340505601
1.770259142	0.24680461	1.37E-05	3.26E-06	1.585438563	2.117516597	0.200149412	0.325826823
1.065535188	0.02619845	8.07E-06	3.58E-06	0.916507685	1.219543258	-0.037863892	0.086197209
2.10747695	0.321800232	2.11E-05	4.06E-06	1.829773484	2.605990467	0.26239733	0.415972819
1.058277369	0.021214228	1.04E-05	6.68E-06	0.881118461	1.242984629	-0.054965699	0.094465756
1.504180193	0.175446093	1.40E-05	4.03E-06	1.266075509	1.800056282	0.102459607	0.255286082
0.958889425	-0.021939222	1.18E-05	5.96E-06	0.734506753	1.185636759	-0.134004207	0.073951655
1.320073485	0.118669078	1.22E-05	4.19E-06	1.105905341	1.566142566	0.043717955	0.194831266
1.311396718	0.115654126	1.20E-05	4.56E-06	1.101058625	1.550230218	0.041810443	0.190396198
2.418314695	0.376142442	4.86E-05	7.80E-06	1.687348633	3.383877917	0.227204819	0.529414671
1.291980743	0.105765685	2.03E-05	6.98E-06	0.904712371	1.697330821	-0.043489472	0.229766495
1.698929667	0.225419283	2.55E-05	6.42E-06	1.253019852	2.226993503	0.09795794	0.347718947
1.159787178	0.061330982	1.24E-05	5.69E-06	0.93493226	1.395821136	-0.029219863	0.14482977
3.220400095	0.505299449	4.00E-05	4.51E-06	2.795784235	4.165810359	0.446503651	0.619699493
3.167224884	0.498159975	3.84E-05	4.44E-06	2.743749744	4.102803147	0.438344496	0.61308065
1.128855228	0.051611327	6.47E-06	3.46E-06	1.02831795	1.247573045	0.012127417	0.096065982
1.30150795	0.110934764	1.64E-05	5.57E-06	0.992574074	1.644294919	-0.003237076	0.215979714
0.977295995	-0.01961099	2.00E-05	9.36E-06	0.601043973	1.37661672	-0.221093763	0.13881304
0.917622149	-0.051286418	2.24E-05	1.14E-05	0.509025353	1.389741607	-0.293260615	0.142934053
1.039181113	0.015033278	8.93E-06	3.85E-06	0.871310995	1.215422849	-0.059826808	0.084727395
1.481633544	0.169461206	1.17E-05	3.30E-06	1.289987207	1.737703241	0.110585403	0.239975593
1.352618694	0.12353541	2.52E-05	8.22E-06	0.888055075	1.856845297	-0.051560122	0.268775721
0.806756079	-0.103094675	1.65E-05	9.53E-06	0.486225761	1.132743194	-0.313162071	0.054131438
1.226284266	0.086500369	9.96E-06	4.98E-06	1.064117737	1.408454547	0.026989677	0.148742832
1.232086539	0.088099934	1.08E-05	5.64E-06	1.055776187	1.428203495	0.023571862	0.154790091
1.350480556	0.128559679	1.19E-05	4.36E-06	1.150570856	1.583026813	0.060913369	0.199488242
1.226948142	0.085308224	1.31E-05	6.48E-06	1.004326803	1.46918281	0.00187505	0.167075838
1.256343722	0.097021587	1.23E-05	4.26E-06	1.024714621	1.507997412	0.010602926	0.178400595
1.497244477	0.173801288	1.09E-05	4.09E-06	1.339863254	1.733666725	0.127060476	0.238965613
0.758897543	-0.125262871	1.13E-05	7.18E-06	0.536768158	0.970162782	-0.270213263	-0.013155399
0.788749039	-0.111786008	1.50E-05	9.09E-06	0.497495005	1.079585314	-0.303211282	0.033256968
1.224459887	0.083871059	1.58E-05	6.26E-06	0.924462893	1.531179178	-0.034110519	0.185026011
1.361807227	0.131747007	1.26E-05	5.03E-06	1.153126789	1.597213656	0.061877061	0.203363012
1.034392476	0.012351885	9.89E-06	4.82E-06	0.854953289	1.226145082	-0.068057616	0.088541859
1.204888701	0.079308122	9.64E-06	4.04E-06	1.037326344	1.39134419	0.015915407	0.143434579
1.138360381	0.054871388	8.42E-06	3.73E-06	0.993886446	1.292288471	-0.002663234	0.111359463
1.229967952	0.088323802	9.31E-06	4.11E-06	1.07357878	1.413155062	0.030833919	0.15018981
1.197600603	0.075047292	1.27E-05	6.06E-06	0.978587749	1.430574084	-0.009400226	0.155510352
1.082926631	0.028731173	1.72E-05	7.33E-06	0.748891274	1.422487665	-0.125581245	0.153048509
1.446246624	0.155859768	2.05E-05	6.20E-06	1.0695974	1.863992197	0.029220323	0.270444087
0.981181026	-0.011590922	1.09E-05	5.93E-06	0.78242549	1.178727639	-0.10655701	0.07141346
1.023138523	0.006588039	1.16E-05	5.83E-06	0.809121341	1.237698294	-0.091986345	0.092614791
0.890580952	-0.055858307	1.20E-05	8.07E-06	0.669175064	1.106764963	-0.174460252	0.0440554
0.95152092	-0.026236953	1.27E-05	6.90E-06	0.711773511	1.185081051	-0.147658179	0.073748053
1.446328878	0.157613978	1.59E-05	4.83E-06	1.159023307	1.778348479	0.064092166	0.250016865
1.283631682	0.10367953	1.85E-05	6.62E-06	0.946249867	1.655531872	-0.02399417	0.218937546
1.293976426	0.106860362	1.97E-05	6.67E-06	0.929337819	1.700451214	-0.031826389	0.230564141
1.204250932	0.077184275	1.19E-05	6.93E-06	1.00803537	1.421225145	0.003475771	0.152662883
1.489980221	0.169037059	1.80E-05	6.96E-06	1.182476777	1.850023349	0.07279262	0.267177207
1.165121555	0.062592216	1.23E-05	6.92E-06	0.951483868	1.387926733	-0.021598571	0.142366541
1.319600344	0.118144482	1.27E-05	4.74E-06	1.099781721	1.568943066	0.041306493	0.195607184
1.14778471	0.05634696	1.42E-05	5.66E-06	0.882770975	1.429288085	-0.054151956	0.155119773
1.105888247	0.039364986	1.51E-05	6.32E-06	0.81395471	1.398348216	-0.08939976	0.145615333
1.229802489	0.088035323	9.97E-06	4.40E-06	1.05853764	1.421657234	0.024706304	0.152794899
1.226928234	0.087492898	9.38E-06	3.46E-06	1.055165512	1.418431366	0.023320588	0.151808326
1.454344034	0.160484821	1.26E-05	4.98E-06	1.253573503	1.70257353	0.098149803	0.231105876
1.476432085	0.165828615	1.36E-05	7.21E-06	1.269311415	1.740454952	0.103568181	0.240662787
1.478141785	0.167329326	1.39E-05	5.08E-06	1.255615348	1.755066453	0.098856615	0.244293565
1.638991356	0.211863771	1.88E-05	4.81E-06	1.320307327	2.043327294	0.12067502	0.310337912
1.739232063	0.236714989	2.33E-05	5.57E-06	1.355445729	2.215669856	0.132082133	0.345505041
2.026165724	0.302244812	3.00E-05	6.14E-06	1.529613566	2.661267223	0.184581724	0.425088485
1.30490756	0.113531701	1.19E-05	4.44E-06	1.095159264	1.538897488	0.039477276	0.187209674
0.593087673	-0.235704318	1.09E-05	9.44E-06	0.378901942	0.794679803	-0.421473195	-0.099807826
2.098918438	0.320567995	1.89E-05	3.36E-06	1.91424326	2.570912206	0.281997127	0.410087239
1.766046047	0.245512381	1.48E-05	3.62E-06	1.552023276	2.111822248	0.190898229	0.324657357
1.890359998	0.274313688	1.95E-05	4.38E-06	1.567716628	2.320866259	0.195267565	0.365650075
2.571736336	0.406316549	3.63E-05	5.72E-06	2.006787612	3.411519092	0.302501411	0.532947799
1.990050793	0.296209008	2.27E-05	4.75E-06	1.622816948	2.475149276	0.210269533	0.393601392
1.213534236	0.080264643	1.59E-05	5.79E-06	0.915109843	1.539361033	-0.038526774	0.187340488
1.358829021	0.126982197	2.22E-05	7.56E-06	0.939782482	1.798419356	-0.026972668	0.254890968
1.038742423	0.013169277	1.26E-05	5.49E-06	0.795592097	1.275572237	-0.099309539	0.105705058
2.069227695	0.314579755	1.71E-05	3.13E-06	1.911310196	2.518594754	0.281331177	0.401158288
2.070870161	0.314902574	1.73E-05	3.16E-06	1.911898136	2.518753223	0.28146475	0.401185614
0.733310044	-0.141312599	1.08E-05	8.88E-06	0.526785277	0.924608719	-0.278366386	-0.034042017
1.728928924	0.235839501	1.30E-05	5.06E-06	1.569663746	2.041247378	0.195806628	0.309895598
1.565057278	0.190616533	1.99E-05	6.15E-06	1.206559014	1.970534675	0.081548536	0.294584082
1.395085692	0.142342016	1.09E-05	5.53E-06	1.240577698	1.602321424	0.093623969	0.204749633
1.200643659	0.075871952	1.24E-05	6.77E-06	0.992564872	1.431837109	-0.003241104	0.155893613
1.732146859	0.235702217	2.03E-05	4.98E-06	1.371123733	2.158956349	0.137076645	0.334243684
1.460485101	0.162409514	1.25E-05	4.84E-06	1.266629018	1.714309513	0.102649433	0.234089235
1.240433097	0.09095712	1.25E-05	5.15E-06	1.016672511	1.484012595	0.007181079	0.171437586
1.304401755	0.112171471	1.58E-05	5.35E-06	1.008648845	1.622840506	0.003739987	0.210275839
1.25683403	0.096811101	1.06E-05	5.62E-06	1.090742469	1.449024158	0.037722223	0.161075626
1.294212103	0.110113844	1.12E-05	4.32E-06	1.096014874	1.518488714	0.039816446	0.181411568
1.194287181	0.075109757	1.10E-05	4.30E-06	0.992827833	1.405619819	-0.003126057	0.147867857
1.352558732	0.129412085	1.06E-05	4.38E-06	1.188006855	1.560117575	0.074818945	0.193157329
1.31136024	0.115351908	1.23E-05	5.06E-06	1.099533715	1.545693064	0.041208551	0.189123256
1.17156291	0.06601885	1.22E-05	5.23E-06	0.954996845	1.404841255	-0.019998067	0.14762725
1.249331713	0.092983082	1.56E-05	5.93E-06	0.95962702	1.563442194	-0.017897533	0.194081821
1.314545751	0.115294725	1.65E-05	5.55E-06	1.006589849	1.640136217	0.002852546	0.214879918
0.77844274	-0.114055395	1.16E-05	7.01E-06	0.549598574	1.000378789	-0.259954405	0.000164468
1.908365607	0.278617054	1.87E-05	4.23E-06	1.614744502	2.318959951	0.20810381	0.365293248
0.742877662	-0.133541107	9.52E-06	6.80E-06	0.555938634	0.912347807	-0.254973154	-0.039839568
0.879655182	-0.062533088	1.32E-05	8.99E-06	0.62698187	1.119862912	-0.202745017	0.04916486
0.930419028	-0.038000476	1.59E-05	7.76E-06	0.617821756	1.241852282	-0.209136808	0.094069939
2.043007135	0.308000207	2.17E-05	4.38E-06	1.710778249	2.542411343	0.233193717	0.405245814
1.684979439	0.224272221	1.79E-05	4.45E-06	1.385719578	2.072842276	0.141675347	0.316566258
1.085868716	0.032159422	1.39E-05	5.64E-06	0.821423382	1.363875886	-0.085432986	0.134774848
1.131394982	0.050312746	1.38E-05	5.39E-06	0.867759932	1.411357475	-0.06160041	0.149637028
1.386079192	0.139170855	1.54E-05	4.75E-06	1.108382231	1.715898045	0.044689555	0.234491479
1.20579493	0.078072935	1.45E-05	5.33E-06	0.941148968	1.495157376	-0.02634163	0.174686908
1.192607045	0.072901189	1.47E-05	5.79E-06	0.921237772	1.480436959	-0.035628437	0.170389903
1.053570747	0.018227778	1.49E-05	6.27E-06	0.766602819	1.344905588	-0.115429588	0.128691796
0.920790553	-0.040933903	1.37E-05	6.81E-06	0.660479097	1.186113671	-0.180140935	0.074126283
1.631442428	0.21113269	1.34E-05	3.54E-06	1.419039572	1.936993248	0.1519945	0.287128102
1.666460156	0.220324025	1.40E-05	3.56E-06	1.443216918	1.994758722	0.159331611	0.299890366
1.599475384	0.202541903	1.31E-05	3.54E-06	1.390130197	1.894677263	0.143055477	0.277535235
1.632019401	0.210954368	1.41E-05	4.16E-06	1.418748674	1.937520798	0.151905468	0.287246373
2.270275116	0.354295909	2.20E-05	3.82E-06	1.983103513	2.829526083	0.297345384	0.45171361
1.044152021	0.016447909	1.05E-05	4.57E-06	0.846453411	1.251053015	-0.072396941	0.097275714
0.991498709	-0.047322594	4.63E-05	1.97E-05	0.369592928	2.119911307	-0.43227636	0.326317676
0.861258805	-0.068584092	1.05E-05	6.01E-06	0.659706639	1.056351048	-0.180649151	0.023808262
0.459326029	-0.346405178	7.80E-06	9.75E-06	0.291057314	0.593386442	-0.536021483	-0.226662381
1.828628302	0.254742771	3.40E-05	8.03E-06	1.215631453	2.536402043	0.084801928	0.404218086
1.773324013	0.247810379	1.17E-05	3.05E-06	1.644569894	2.086416399	0.216052336	0.319400983
1.945453882	0.28555277	2.48E-05	5.51E-06	1.522507531	2.475214106	0.18255945	0.393612771
1.164896965	0.063919455	9.97E-06	5.33E-06	1.000235041	1.341368125	0.000102064	0.127547981
1.198459148	0.076148331	1.01E-05	5.74E-06	1.035215628	1.377489332	0.015030814	0.139088243
1.184080362	0.070148475	1.06E-05	6.86E-06	1.011396942	1.365544205	0.004921636	0.135305763
1.402036309	0.144789532	1.32E-05	4.20E-06	1.169517791	1.675777482	0.068006833	0.224216343
0.74379456	-0.13402842	1.06E-05	7.55E-06	0.539614857	0.932497831	-0.267916103	-0.03035217
1.379670143	0.137379214	1.40E-05	4.71E-06	1.140043471	1.657771428	0.056921411	0.219524642
1.422994137	0.151087075	1.40E-05	4.30E-06	1.171256266	1.714098869	0.068651927	0.234035868
1.507178664	0.176159054	1.40E-05	4.33E-06	1.272951226	1.793134366	0.104811762	0.253612826
1.055442691	0.014566646	2.08E-05	8.96E-06	0.659786258	1.473373038	-0.180596753	0.168312718
1.582017899	0.193273172	2.47E-05	7.65E-06	1.129769203	2.076760916	0.052989731	0.317386501
1.541253328	0.186623469	1.20E-05	3.28E-06	1.352969952	1.812287618	0.131288152	0.258227075
1.566140771	0.192704737	1.41E-05	4.77E-06	1.342370585	1.862658161	0.127872427	0.270133155
1.368487358	0.13422507	1.23E-05	4.50E-06	1.165883839	1.613778042	0.066655281	0.207843801
1.337078571	0.12421754	1.21E-05	4.29E-06	1.129934176	1.590466524	0.053053144	0.201524516
1.020320773	0.002939884	1.55E-05	7.58E-06	0.723434721	1.315035416	-0.140600802	0.118937449
0.951327443	-0.028158758	1.54E-05	7.96E-06	0.659155626	1.24522295	-0.181012037	0.095247116
0.815721929	-0.107394509	2.32E-05	1.33E-05	0.395440861	1.291946714	-0.402918613	0.111244601
0.856886744	-0.068656839	6.09E-06	4.23E-06	0.755659913	0.954822376	-0.121673616	-0.020077412
0.851301551	-0.071621627	6.20E-06	4.44E-06	0.744063344	0.950074477	-0.128390095	-0.022242349
0.996978998	-0.046830211	4.75E-05	2.03E-05	0.364841672	2.157223892	-0.437895593	0.333895221
0.997676492	-0.04700895	4.87E-05	2.05E-05	0.363565735	2.137096777	-0.439417056	0.32982416
1.294262886	0.109769106	1.21E-05	4.77E-06	1.089465644	1.529509497	0.037213532	0.184552163
1.45878315	0.162001565	1.38E-05	4.23E-06	1.219329601	1.748691242	0.086121117	0.242713126
2.261241913	0.350418031	3.44E-05	5.57E-06	1.819896482	2.933339973	0.260046686	0.467362391
2.590379953	0.409598768	3.96E-05	5.40E-06	2.124972461	3.341726575	0.327353306	0.523970903
2.349729538	0.367199033	3.39E-05	5.58E-06	1.85825596	3.037136898	0.269105529	0.482464342
2.224478483	0.343994468	3.00E-05	5.09E-06	1.821680671	2.81666308	0.26047225	0.449734872
2.262177706	0.350755334	3.35E-05	5.47E-06	1.830284872	2.918475169	0.26251869	0.465155998
2.59096384	0.409685194	3.95E-05	5.41E-06	2.121504414	3.348592806	0.32664394	0.524862325
2.347341537	0.366586536	3.50E-05	5.68E-06	1.861854081	3.044514463	0.26994563	0.483518038
2.226692438	0.344377756	3.03E-05	5.13E-06	1.822252943	2.83543601	0.26060866	0.452619818
2.225762844	0.344130367	3.06E-05	5.18E-06	1.818200342	2.851969238	0.259641728	0.455144829
2.343681812	0.366127491	3.35E-05	5.55E-06	1.857643865	3.034946847	0.268962457	0.48215102
2.585363388	0.408777624	3.93E-05	5.40E-06	2.112947975	3.364368999	0.324888803	0.526903622
2.264158487	0.351136833	3.35E-05	5.48E-06	1.825405094	2.900355798	0.261359258	0.462451278
2.288311481	0.356318742	3.05E-05	5.07E-06	1.874485831	2.922193762	0.272882161	0.465708966
1.506650805	0.175184444	1.73E-05	4.95E-06	1.191831286	1.865756326	0.076214732	0.270854923
1.293534398	0.107814468	1.75E-05	5.88E-06	0.977165884	1.648161145	-0.010031705	0.216999671
1.375145793	0.134864807	1.72E-05	5.59E-06	1.059138636	1.716634219	0.024952807	0.234677765
1.602548003	0.201553285	1.49E-05	6.86E-06	1.3852147	1.900859033	0.14151709	0.278949908
1.331134081	0.121373378	1.49E-05	5.08E-06	1.058088186	1.633296551	0.024521865	0.213065039
1.245839477	0.093908392	8.62E-06	4.40E-06	1.109296658	1.406092371	0.045047702	0.148013851
1.244398594	0.093384281	8.83E-06	4.30E-06	1.104990914	1.407010891	0.043358707	0.148297459
1.555906296	0.190287337	1.27E-05	4.18E-06	1.355640484	1.817909123	0.13214453	0.259572163
1.590916038	0.199722648	1.40E-05	4.35E-06	1.362745358	1.87699738	0.13441471	0.273463658
1.533055067	0.182299659	1.50E-05	6.51E-06	1.302079322	1.814596514	0.114637442	0.258780072
2.106031418	0.321019053	2.26E-05	4.64E-06	1.759555431	2.628905418	0.245402953	0.41977496
1.757036686	0.242341354	1.87E-05	4.64E-06	1.441423188	2.147491878	0.158791504	0.33193153
1.387092948	0.140270635	1.18E-05	4.30E-06	1.188470156	1.617780129	0.074988272	0.208919492
1.314850688	0.116649635	1.13E-05	5.09E-06	1.12864533	1.527541896	0.052557488	0.18399313
1.495083928	0.172668993	1.11E-05	5.22E-06	1.340700297	1.731934761	0.127331705	0.238531524
1.506467223	0.175397843	1.56E-05	4.92E-06	1.240287121	1.828283139	0.093522231	0.262043434
1.358033895	0.128084913	1.99E-05	6.57E-06	0.980540749	1.756726616	-0.00853436	0.244704181
1.478061438	0.168664604	9.40E-06	3.28E-06	1.349841344	1.702898156	0.130282726	0.231188654
1.151147723	0.059686437	8.41E-06	3.95E-06	1.004117795	1.31313201	0.001784664	0.118308387
0.820638478	-0.088392019	8.01E-06	5.08E-06	0.672223804	0.959893723	-0.172486119	-0.017776848
0.951770306	-0.023030354	7.71E-06	3.82E-06	0.806460222	1.094266809	-0.093417051	0.039123227
1.172950029	0.064914636	1.60E-05	6.35E-06	0.87703168	1.487168918	-0.056984721	0.172360294
1.450625658	0.15934594	1.40E-05	4.57E-06	1.211900215	1.73687492	0.083466863	0.239768542
0.788574815	-0.107700452	1.06E-05	6.64E-06	0.57863553	0.980679184	-0.237594913	-0.008473051
1.390821576	0.140884548	1.43E-05	4.65E-06	1.137719678	1.688174336	0.056035269	0.227417294
1.18515861	0.071770817	1.09E-05	4.35E-06	0.992436673	1.399791206	-0.003297201	0.14606325
1.172430038	0.067055553	1.08E-05	4.40E-06	0.977245917	1.377994873	-0.009996138	0.139247599
1.025966644	0.005782203	1.54E-05	7.05E-06	0.726769316	1.320810743	-0.138603427	0.120840588
1.13299346	0.051517833	1.14E-05	5.35E-06	0.929215216	1.345204846	-0.031883687	0.128788423
2.173654795	0.335400462	2.09E-05	3.85E-06	1.885692152	2.69593214	0.275470794	0.430708956
2.232262611	0.346950859	2.14E-05	3.87E-06	1.939117645	2.757563772	0.287604158	0.440525565
1.495358944	0.171696573	1.47E-05	6.10E-06	1.265838288	1.778212084	0.102378227	0.249983557
0.838499606	-0.081364468	1.08E-05	7.48E-06	0.63173967	1.03262128	-0.199461865	0.013941068
1.353531718	0.126046538	2.13E-05	6.92E-06	0.950777225	1.787245522	-0.021921238	0.252184218
1.2651788	0.097101063	1.87E-05	6.80E-06	0.910337189	1.636460375	-0.040797715	0.213905494
0.989659488	-0.035336092	3.81E-05	1.66E-05	0.424032451	1.857249919	-0.372600938	0.26887034
0.748407304	-0.131398126	1.05E-05	7.73E-06	0.538311412	0.934501955	-0.268966576	-0.029419786
0.756646395	-0.124305777	8.33E-06	5.68E-06	0.599810921	0.90411589	-0.221985632	-0.043775898
1.071845889	0.025057055	1.62E-05	6.70E-06	0.765503704	1.393319949	-0.116052755	0.144050847
1.410482645	0.14608109	1.75E-05	5.35E-06	1.101211215	1.770897216	0.041870626	0.248193204
0.95483458	-0.027511969	1.62E-05	8.75E-06	0.645652909	1.265187702	-0.190000908	0.102154957
1.429814219	0.152221709	1.71E-05	5.15E-06	1.120214498	1.790071039	0.049301156	0.252870248
0.963156343	-0.023692172	1.72E-05	8.27E-06	0.6278784	1.30491156	-0.202124535	0.115581076
0.874566197	-0.066572905	1.67E-05	8.71E-06	0.551065765	1.210819174	-0.258796571	0.083079285
0.666458607	-0.185497895	1.30E-05	9.42E-06	0.40734517	0.924098352	-0.390037443	-0.034281804
1.370825171	0.13347581	1.75E-05	5.52E-06	1.052784722	1.730274788	0.022339569	0.238115074
1.294565439	0.110403687	1.15E-05	3.90E-06	1.091521572	1.532348262	0.038032322	0.18535748
1.563249111	0.192249969	1.42E-05	3.96E-06	1.327217482	1.862089143	0.122942093	0.270000459
1.550549626	0.188537687	1.44E-05	4.23E-06	1.312376357	1.861328711	0.118058397	0.269823069
1.723411083	0.234592557	1.55E-05	4.04E-06	1.480102674	2.07044184	0.170291843	0.316063017
1.312370658	0.115313351	1.18E-05	5.95E-06	1.130935238	1.527152835	0.053437727	0.183882497
1.084670186	0.032234509	1.17E-05	5.61E-06	0.87375059	1.307467655	-0.05861252	0.116430953
1.204794288	0.078690231	1.20E-05	4.45E-06	0.98321204	1.443662725	-0.007352812	0.159465739
1.841749072	0.263023406	1.55E-05	5.29E-06	1.640449858	2.194860291	0.214962959	0.341406872
1.808289647	0.254028112	2.26E-05	5.27E-06	1.421532799	2.278690211	0.152756884	0.357685275
1.844017982	0.26326406	1.88E-05	4.96E-06	1.532693766	2.238214415	0.185455389	0.349901688
