PHI	log10.PHI	Std.Error	log10.Std.Error	0.025	0.975	log10.0.025	log10.0.975
1.099333286	0.03538603	1.63E-05	7.72E-06	0.796410517	1.40812753	-0.098863024	0.148641989
2.075528145	0.315761209	1.72E-05	3.41E-06	1.871269529	2.528487275	0.272136346	0.40286077
2.067650318	0.314209759	1.67E-05	3.26E-06	1.865697861	2.505782177	0.270841313	0.398943313
2.080085993	0.316763639	1.71E-05	3.31E-06	1.872959032	2.530333209	0.272528278	0.403177534
1.728727102	0.228610471	3.59E-05	8.93E-06	1.093692332	2.460772274	0.038895114	0.391071423
1.806284785	0.243965253	4.17E-05	1.13E-05	1.061586123	2.679754877	0.025955221	0.428095069
1.547626615	0.18371512	2.57E-05	7.22E-06	1.083559686	2.085284462	0.034852795	0.319165306
2.098011971	0.319863915	2.10E-05	4.02E-06	1.804851809	2.601561552	0.256441549	0.4152341
1.27411294	0.10168463	1.60E-05	5.61E-06	0.983755454	1.600706475	-0.007112847	0.204311702
2.960065126	0.468239218	4.07E-05	4.85E-06	2.518918043	3.802329018	0.401214037	0.580049659
2.997661114	0.47374922	4.11E-05	4.83E-06	2.555514715	3.872214794	0.407478385	0.58795944
2.950939655	0.466820449	4.08E-05	4.93E-06	2.490291822	3.83880132	0.396250242	0.584195635
2.278720856	0.350343227	4.45E-05	7.85E-06	1.58103972	3.179997045	0.198942779	0.502426716
1.489669204	0.171844915	1.08E-05	3.44E-06	1.325820432	1.728868672	0.122484707	0.237762004
1.493188143	0.172729924	1.09E-05	3.85E-06	1.330344773	1.72442717	0.123964206	0.236644857
1.576827288	0.196187004	1.33E-05	3.85E-06	1.370391314	1.875557542	0.136844596	0.273130393
1.579068542	0.196774274	1.34E-05	3.88E-06	1.368688863	1.881969018	0.136304732	0.27461247
1.606007695	0.204522416	1.11E-05	3.63E-06	1.450166721	1.880537484	0.161417935	0.274281994
0.749420166	-0.131755888	1.21E-05	7.96E-06	0.514660268	0.984174658	-0.288479361	-0.006927822
0.758712471	-0.126017794	1.23E-05	7.47E-06	0.516865687	0.99552997	-0.28662231	-0.001945688
0.732791483	-0.142960012	1.30E-05	8.88E-06	0.484353914	0.986411037	-0.314837234	-0.005942086
0.74346143	-0.136240274	1.34E-05	8.28E-06	0.487970357	1.008678309	-0.311606562	0.003752682
0.88192147	-0.059755102	1.33E-05	6.81E-06	0.617537029	1.142654221	-0.209337092	0.057914788
0.9033162	-0.049405936	1.38E-05	6.84E-06	0.634143263	1.178643042	-0.197812619	0.071382297
1.751126766	0.24156408	1.66E-05	3.82E-06	1.507361068	2.131229897	0.178217291	0.328630295
0.924132526	-0.041400082	1.59E-05	8.26E-06	0.616940331	1.233516265	-0.20975684	0.09114488
2.636452436	0.418551892	3.23E-05	4.36E-06	2.307772446	3.332764435	0.363192983	0.522804598
2.488643169	0.393575281	3.00E-05	4.29E-06	2.184644473	3.157096481	0.33938077	0.499287846
2.548678398	0.403973222	3.04E-05	4.25E-06	2.243218094	3.250311613	0.350871499	0.511925
0.751571536	-0.131689444	1.36E-05	8.38E-06	0.489678828	1.018363345	-0.31008868	0.007902757
0.915751576	-0.051179159	2.19E-05	1.09E-05	0.520483861	1.354050258	-0.283592745	0.131634784
1.21557498	0.083857648	6.73E-06	3.22E-06	1.117280202	1.342650533	0.048162101	0.127962988
1.210042	0.081505716	7.16E-06	4.11E-06	1.112609772	1.336697151	0.04634287	0.12603302
1.163767695	0.063468345	1.08E-05	5.11E-06	0.975976612	1.364423499	-0.01056059	0.134949189
1.149584413	0.057843413	1.14E-05	5.40E-06	0.95034717	1.364769286	-0.022117716	0.13505923
1.170127749	0.065816514	1.20E-05	4.69E-06	0.943784006	1.405073394	-0.025127387	0.14769901
1.195410013	0.073084652	1.62E-05	6.51E-06	0.897343014	1.514226675	-0.047041516	0.180190893
1.632202387	0.211688325	1.22E-05	2.99E-06	1.471983369	1.923672481	0.167902902	0.284131131
1.615794897	0.207189262	1.24E-05	3.20E-06	1.453353902	1.914385651	0.162371381	0.28202917
0.73842907	-0.142855868	1.61E-05	1.02E-05	0.424918524	1.061650917	-0.37169434	0.025981736
2.081594229	0.316691369	1.90E-05	3.86E-06	1.82973569	2.542675966	0.262388359	0.405291018
2.201101542	0.34074524	2.17E-05	3.96E-06	1.896150278	2.715130806	0.277872754	0.433790757
1.20659101	0.077697448	1.50E-05	6.19E-06	0.934234709	1.49580754	-0.029544004	0.174875717
1.310205221	0.115175784	1.17E-05	4.81E-06	1.107290672	1.536465151	0.044261641	0.186522713
1.196542621	0.076065063	1.06E-05	4.16E-06	1.004728101	1.401852229	0.002048544	0.146702236
1.308893085	0.114627115	1.22E-05	4.83E-06	1.102131381	1.539232323	0.042233367	0.187304173
1.289888024	0.105504103	1.82E-05	7.18E-06	0.959465092	1.644558	-0.017970827	0.216049186
1.359380603	0.124862075	2.35E-05	9.91E-06	0.933524453	1.828176806	-0.029874359	0.262018195
1.177809119	0.068580694	1.11E-05	5.24E-06	0.985409329	1.386643615	-0.006383333	0.141964856
1.40199101	0.144620642	1.20E-05	4.85E-06	1.211237408	1.637037923	0.083229275	0.21405874
2.033154488	0.306445301	1.83E-05	3.92E-06	1.779822111	2.48035929	0.250376598	0.394514591
1.66281271	0.217946917	1.84E-05	5.29E-06	1.351711727	2.048074174	0.130884074	0.311345678
0.748306036	-0.132330969	1.02E-05	9.10E-06	0.559644201	0.926484942	-0.252087992	-0.033161635
1.360052586	0.131076366	1.41E-05	4.78E-06	1.108499665	1.636332167	0.044735566	0.213871466
1.554069161	0.18867971	1.75E-05	4.98E-06	1.240668189	1.91051071	0.093655646	0.281149475
1.342712641	0.123846792	1.60E-05	6.99E-06	1.056902064	1.643767226	0.024034746	0.215840316
1.59952414	0.200233698	2.02E-05	5.95E-06	1.246970476	2.008248488	0.095856171	0.302817448
1.052696705	0.020041931	1.03E-05	4.58E-06	0.860278547	1.255933545	-0.065360907	0.09896666
1.225099206	0.086681381	1.00E-05	3.64E-06	1.041303424	1.430719301	0.017577296	0.155554435
1.337308049	0.122434519	1.59E-05	6.35E-06	1.056905464	1.647759716	0.024036134	0.216893881
1.323997855	0.119181387	1.35E-05	5.24E-06	1.082894032	1.583056063	0.03458596	0.199496272
1.292996764	0.107487559	1.64E-05	6.47E-06	0.998772275	1.619600079	-0.000533532	0.209407789
1.402669191	0.145677209	8.97E-06	3.89E-06	1.279043795	1.586056807	0.106885415	0.20031873
1.404781699	0.146197662	9.34E-06	4.17E-06	1.27346057	1.59847965	0.1049855	0.203707096
1.552804112	0.189818755	1.06E-05	3.82E-06	1.402810528	1.79039371	0.146999016	0.252948543
1.670377135	0.221405298	1.24E-05	3.85E-06	1.497606556	1.952201843	0.17539773	0.290524718
1.683875918	0.224642068	1.33E-05	4.26E-06	1.496777889	1.992186247	0.175157359	0.299329923
0.822575808	-0.089509219	1.09E-05	6.98E-06	0.615392148	1.02060925	-0.210848072	0.008859498
1.125043988	0.038787626	2.61E-05	1.06E-05	0.638543702	1.663782887	-0.194809374	0.221096651
1.303813696	0.113219067	1.01E-05	5.02E-06	1.145120987	1.495792434	0.058851374	0.174871327
1.332570553	0.122961305	1.05E-05	4.33E-06	1.156502376	1.541659107	0.063146529	0.187988353
1.398589253	0.143686473	1.25E-05	4.47E-06	1.188373948	1.646253566	0.074953123	0.216496729
1.337759256	0.119252384	2.29E-05	8.33E-06	0.919731966	1.795131631	-0.036338727	0.254096299
1.294982433	0.110151492	1.02E-05	5.19E-06	1.13786199	1.48435521	0.05608959	0.171537841
0.743870437	-0.144091681	1.91E-05	1.20E-05	0.393166883	1.130257248	-0.405423087	0.053177298
1.142017722	0.054417852	1.36E-05	5.45E-06	0.885282746	1.40176693	-0.052918002	0.146675779
0.753063798	-0.13200824	1.44E-05	9.14E-06	0.474657665	1.029282898	-0.323619533	0.012534757
0.579624414	-0.251074642	1.43E-05	1.15E-05	0.306161366	0.870631247	-0.514049647	-0.06016575
1.306607962	0.114446439	1.10E-05	4.04E-06	1.11413235	1.524886982	0.046936784	0.183237657
1.159426451	0.05969825	1.65E-05	6.38E-06	0.845129722	1.486169217	-0.073076626	0.172068261
1.146785975	0.049205422	2.44E-05	9.64E-06	0.687068796	1.636672284	-0.162999777	0.213961727
1.203176856	0.076239109	1.63E-05	6.02E-06	0.89701168	1.540404997	-0.047202149	0.187634916
1.384820104	0.139731795	1.13E-05	4.08E-06	1.192999196	1.614200637	0.076640145	0.207957514
1.364584088	0.132566869	1.22E-05	5.35E-06	1.166661015	1.599832632	0.066944685	0.204074549
1.410382986	0.147758052	1.11E-05	4.02E-06	1.235314683	1.642364593	0.091777603	0.215469574
1.523668051	0.180374116	1.37E-05	5.62E-06	1.30878206	1.791039143	0.116867329	0.253105076
1.588171244	0.199449778	1.04E-05	4.35E-06	1.466727181	1.832950056	0.16634934	0.263150623
1.589190722	0.199929997	1.08E-05	3.68E-06	1.454824215	1.862478892	0.162810521	0.270091355
1.588026285	0.199241236	1.10E-05	4.65E-06	1.452337992	1.841843166	0.162067693	0.265252647
1.556177616	0.190661639	1.07E-05	4.11E-06	1.417304819	1.805781656	0.151463264	0.256665237
1.542856216	0.186998829	1.07E-05	3.85E-06	1.398848436	1.791213774	0.145770662	0.253147419
1.531132817	0.182500273	1.23E-05	6.07E-06	1.363125655	1.785365648	0.13453589	0.251727165
1.643447876	0.214533076	1.26E-05	3.25E-06	1.468332449	1.95715066	0.166824396	0.291624229
1.408406019	0.145996079	1.19E-05	6.32E-06	1.222131403	1.63224657	0.087117904	0.212785764
1.345031738	0.126700908	1.21E-05	4.52E-06	1.134610966	1.587134362	0.054846973	0.200613694
1.242203951	0.092599697	1.01E-05	3.92E-06	1.064241457	1.44182945	0.027040172	0.158913891
1.303214669	0.111789078	1.06E-05	7.46E-06	1.146515531	1.497846398	0.059379941	0.175467279
1.51406908	0.177674264	1.19E-05	6.01E-06	1.350120376	1.750754446	0.130372491	0.243225228
1.721546054	0.234162822	1.42E-05	4.27E-06	1.511451321	2.032638788	0.179394164	0.308060209
1.484150171	0.169294968	1.17E-05	5.32E-06	1.313095057	1.709487563	0.118296166	0.232865946
1.225071669	0.085127614	1.35E-05	5.47E-06	0.982472735	1.482811331	-0.007679501	0.171085893
1.21043396	0.078904733	1.58E-05	6.14E-06	0.921266275	1.520757529	-0.035614827	0.182059974
1.134863257	0.050617348	1.54E-05	6.34E-06	0.839045887	1.431580069	-0.076214305	0.155815642
1.136772871	0.047584344	2.10E-05	8.72E-06	0.74608686	1.561948873	-0.127210611	0.193666749
1.391578794	0.141907901	1.17E-05	3.81E-06	1.193058734	1.635800905	0.076661824	0.213730436
1.397001386	0.143596575	1.18E-05	3.81E-06	1.193530049	1.644687215	0.076833357	0.216083315
1.424604654	0.148853749	2.07E-05	6.67E-06	1.043139678	1.833733474	0.018342464	0.263336213
1.3740381	0.135533452	1.28E-05	5.26E-06	1.158622436	1.627547691	0.063941934	0.211533713
1.258230925	0.095219389	1.80E-05	6.35E-06	0.914906633	1.618502212	-0.038623224	0.209113249
1.298708081	0.10882809	1.89E-05	6.44E-06	0.949909448	1.676789486	-0.022317814	0.224478542
1.387676239	0.139654636	1.41E-05	5.15E-06	1.141699776	1.660647479	0.057551913	0.220277375
1.613460541	0.206069529	1.26E-05	4.35E-06	1.432142788	1.892461701	0.155986319	0.277027098
1.603733897	0.20367755	1.20E-05	3.94E-06	1.425618158	1.87616059	0.154003218	0.273270009
1.602768421	0.202766493	1.31E-05	5.14E-06	1.423475498	1.882459502	0.153349996	0.274725616
1.592093349	0.200019702	1.27E-05	4.90E-06	1.410534643	1.86996462	0.149383757	0.271833366
1.642475247	0.213690057	1.31E-05	4.55E-06	1.457369799	1.940310706	0.163569766	0.287871277
1.631090879	0.211039349	1.25E-05	3.79E-06	1.448609399	1.912140647	0.160951297	0.28151983
1.30980587	0.111884363	2.05E-05	6.84E-06	0.928914651	1.730090643	-0.032024212	0.238068857
1.636061192	0.212353438	1.31E-05	3.66E-06	1.435119006	1.937173887	0.156887914	0.287168606
1.577476621	0.195646912	1.33E-05	5.51E-06	1.381039341	1.856212702	0.14020605	0.26862774
1.582562208	0.197805971	1.27E-05	3.92E-06	1.38682194	1.860801878	0.142020703	0.269700135
1.333639741	0.121654637	1.36E-05	6.48E-06	1.109668784	1.591235969	0.045193356	0.201734582
1.461404204	0.159738228	1.86E-05	7.99E-06	1.149489356	1.817158992	0.060504954	0.259392918
1.246646523	0.093073547	1.28E-05	5.16E-06	1.017693905	1.493135136	0.007617171	0.174099093
1.318939447	0.117083751	1.53E-05	5.40E-06	1.04742869	1.622920569	0.020124466	0.210297264
1.586982965	0.199060112	1.31E-05	3.68E-06	1.373208439	1.866189293	0.137736464	0.270955677
1.353597999	0.128484637	1.32E-05	6.06E-06	1.134071344	1.605033326	0.054640376	0.205484054
1.063063622	0.024332322	1.00E-05	4.67E-06	0.879615828	1.251020559	-0.055706966	0.097264445
1.093385696	0.03408673	1.55E-05	6.59E-06	0.79432557	1.394120006	-0.100001465	0.144300159
1.245119333	0.087539464	2.31E-05	8.28E-06	0.816640772	1.710405811	-0.087968948	0.233099163
1.119681001	0.04548971	1.34E-05	5.99E-06	0.876262381	1.38052899	-0.057365833	0.14004553
1.099042654	0.037977017	1.27E-05	5.24E-06	0.856602081	1.348404446	-0.067220876	0.129820171
1.285755277	0.098781705	2.78E-05	9.63E-06	0.781042613	1.850046693	-0.107325271	0.267182688
1.83967185	0.260814488	2.54E-05	5.80E-06	1.41006923	2.369974494	0.149240433	0.374743672
1.851294518	0.263890684	2.44E-05	5.53E-06	1.443561083	2.36947781	0.159435144	0.374652646
1.26136899	0.098917887	1.14E-05	4.25E-06	1.058877849	1.486590012	0.024845862	0.172191207
1.985825777	0.296087146	1.66E-05	4.57E-06	1.769971111	2.402637289	0.247966176	0.380688213
0.975772381	-0.012369958	7.75E-06	4.22E-06	0.840237384	1.111625727	-0.075598	0.045958588
0.976720095	-0.011831348	7.61E-06	4.02E-06	0.841963854	1.113243055	-0.074706554	0.046589992
0.949798524	-0.025233053	8.54E-06	6.07E-06	0.806078014	1.095980983	-0.093622924	0.039803018
0.952104092	-0.023519129	8.21E-06	4.93E-06	0.811577277	1.095474377	-0.090670121	0.039602224
0.976827145	-0.01351911	1.07E-05	6.02E-06	0.782592789	1.176922733	-0.106464163	0.070747942
0.99231106	-0.008161766	1.44E-05	6.58E-06	0.714555727	1.271617456	-0.145963896	0.104356478
1.180584669	0.069447629	1.15E-05	5.38E-06	0.979510491	1.39433551	-0.008990916	0.144367288
1.280667424	0.104819462	1.33E-05	5.00E-06	1.03701424	1.541656099	0.01578472	0.187987501
1.456895351	0.157021105	2.47E-05	7.57E-06	0.99654736	1.967131391	-0.001502058	0.293833347
2.057548285	0.30966869	2.74E-05	5.63E-06	1.609969934	2.666334017	0.206817765	0.425914548
1.105510712	0.038505822	1.63E-05	6.79E-06	0.796587375	1.428995673	-0.098766619	0.1550309
1.244418263	0.088465512	1.98E-05	8.15E-06	0.87554264	1.631492185	-0.057722699	0.212584996
1.193763137	0.069805346	2.12E-05	7.98E-06	0.791859266	1.619724603	-0.101351997	0.209441176
1.586071134	0.19870308	1.33E-05	3.89E-06	1.371908766	1.86724573	0.13732523	0.271201467
1.969810605	0.292729676	1.77E-05	3.84E-06	1.707217614	2.38687227	0.232288883	0.377829149
1.9872154	0.296711832	1.73E-05	3.60E-06	1.737582058	2.439555033	0.239945323	0.387310544
1.869205236	0.269678563	1.81E-05	4.19E-06	1.596851622	2.273328024	0.203264564	0.356662093
1.279483318	0.103620254	1.58E-05	5.51E-06	0.986231537	1.595343422	-0.006021122	0.202854184
1.211241126	0.079319149	1.55E-05	6.10E-06	0.923922642	1.508343458	-0.034364393	0.178500244
0.957547069	-0.026639557	1.69E-05	8.79E-06	0.636939665	1.283035427	-0.195901707	0.108238646
1.011056304	-0.008406876	2.37E-05	1.11E-05	0.568115636	1.500484358	-0.245563287	0.176231463
1.174354076	0.067108944	1.19E-05	5.26E-06	0.965301356	1.401508419	-0.015337084	0.146595708
