Gene ID, 4-cell embryo, proliferating embryo, late cleavage stage embryo, gastrulating embryo, enclosing embryo, 3-fold embryo, elongating embryo, fully-elongated embryo, L1 larva, L2 larva, L2d-dauer molt, dauer larva, post dauer stage, L3 larva, L4 larva, newly molted young adult, adult
C30F2.2,6,1,2,0.2,2,0.3,0.1,1,1,2,0.6,0.5,0.9,0.5,0.1,0.6,1
C30F2.3,7,,6,0.1,2,27,0.3,1,13,9,2,4,,0.7,0.5,0.7,0.2
C30F2.4,49,,3,15,71,18,3,0.1,6,6,97,0.8,,55,0.1,,0.1
C30F2.5,1,7,3,6,8,0.5,0.9,3,8,3,2,11,0.4,2,1,2,2
clec-199,3,,,,28,7,3,,3,2,1,0.6,,2,0.1,,0.2
clec-201,0.1,,,,,0.2,,,0.3,0.1,0.1,,,0.1,3,,
clec-202,0.1,,,,,0.2,,,0.3,0.1,0.7,,,,,,
C30H6.5,5,,2,7,0.1,0.3,0.2,0.2,21,5,14,1,,0.2,1,,10
dlat-2,28,103,75,124,150,86,77,84,111,126,109,162,121,126,48,94,61
C30H6.8,11,24,21,39,30,17,27,12,2,12,15,19,15,17,13,26,13
C30H6.9,9,31,37,25,29,25,30,15,13,11,13,19,17,16,13,25,13
trh-1,18,6,0.1,18,0.1,0.1,15,0.8,11,21,3,0.1,1,2,1,5,21
oac-5,0.5,,,,,0.1,,,0.1,,,,,,,,
srbc-83,,,,,,,,,,,,,,,,,
srbc-82,0.1,,,,,0.7,,,0.1,0.5,0.3,,,3,0.1,,
oac-6,2,,0.2,6,0.1,3,0.7,1,1,0.1,0.2,2,,0.4,0.2,,0.3
srxa-7,0.1,,,,,0.3,,,0.2,,,,,,,,
oac-7,0.2,,16,0.9,0.1,1,0.2,1,0.3,0.2,0.1,0.4,,0.6,0.1,2,0.4
C31C9.2,22,303,153,687,805,33,30,45,10,188,77,42,17,84,124,17,86
fbxa-167,0.5,3,9,2,1,23,23,14,11,4,7,7,8,4,1,2,0.9
fbxa-168,1,19,0.2,0.3,3,0.2,2,3,0.5,0.1,0.8,0.5,1,0.2,0.4,2,3
C31C9.6,3,0.3,0.9,0.8,0.1,16,0.6,0.4,1,2,0.8,0.1,24,0.6,0.7,0.2,0.1
C31C9.7,18,0.1,9,11,13,0.3,2,0.3,54,242,26,28,1,38,7,77,116
C31E10.1,0.1,,,,,0.1,,,0.1,1,0.1,,,0.1,0.3,,
irld-24,0.2,,,,,0.3,0.1,,1,0.5,0.4,9,,0.1,1,,0.1
C31E10.4,0.2,,,,,0.1,,,0.6,0.2,0.3,,,0.8,0.1,,6
C31E10.5,12,20,30,20,6,23,31,17,14,8,7,7,8,7,2,9,14
C31E10.6,5,13,31,12,14,25,29,17,14,6,6,5,5,5,2,3,5
cytb-5.1,9,115,374,408,369,223,345,166,40,183,165,144,158,225,92,131,91
tbc-19,0.2,0.9,3,0.5,0.3,3,4,5,5,1,5,7,7,1,0.8,2,1
C31G12.1,3,,,7,10,0.1,0.3,2,1,42,2,30,,113,5,,4
clec-245,0.3,,,,,2,,,0.1,0.2,0.2,,,0.2,6,,
C31G12.3,,,,,,,,,,,,,,,,,
C31G12.4,0.1,,0.2,0.4,0.1,0.2,0.4,0.7,0.3,0.3,0.1,0.2,0.2,0.1,0.1,19,0.9
C31H5.1,0.8,,,0.8,0.1,0.4,0.1,16,4,0.1,2,2,,0.2,0.3,,0.2
C31H5.4,23,207,1178,877,1857,223,465,223,18,25,158,60,39,25,26,25,119
C31H5.5,2,5,17,17,17,49,28,44,56,10,13,18,27,5,2,3,2
C31H5.6,34,0.1,19,14,0.5,0.2,10,0.2,22,35,25,0.1,0.4,8,5,0.5,13
C31H5.7,0.9,4,19,1,7,2,3,5,20,1,0.4,11,0.6,0.8,21,2,6
mrps-31,0.9,8,22,11,11,13,9,15,14,9,11,13,9,12,12,15,9
rilp-1,18,16,6,5,1,16,9,18,32,13,16,13,12,9,5,15,15
C32A9.1,0.1,,,0.1,0.1,3,0.2,6,3,0.3,0.1,3,,1,0.5,,0.1
C32C4.1,7,0.4,0.7,2,2,0.3,2,2,3,8,1,0.9,0.7,0.7,0.3,8,11
C32C4.3,0.2,,2,1,2,0.1,8,0.9,0.6,1,0.8,6,1,7,8,12,1
irg-6,0.2,,,,,0.6,,,0.2,0.2,37,,,0.2,,,
srz-15,,,,,,,,,,,,,,,,,
C32H11.3,0.7,,0.1,0.4,3,0.7,0.4,0.2,1,0.6,0.3,0.1,0.1,0.5,0.1,22,0.9
C32H11.4,15,158,0.1,16,0.5,6,37,7,0.5,6,3,0.1,0.4,6,0.4,2,1
C32H11.5,5,,4,5,0.1,3,0.1,11,10,0.1,0.3,0.3,,0.1,13,,0.3
C32H11.6,0.1,,,,,2,,,1,0.2,0.7,,,1,0.1,,
C32H11.7,0.6,,0.9,0.1,1,0.4,2,0.4,0.7,0.8,0.1,1,,0.1,0.2,14,0.9
C32H11.9,,,,,,,,,,,,,,,,,
dod-21,,,,,,2,,,,,,,,,,,
C32H11.11,,,,,,,,,,,,,,,,,
dod-24,13,,89,4,0.1,0.1,5,31,18,2,16,0.1,,5,9,0.9,1
dct-19,,,,,,,,,,,,,,,,,
nfki-1,2,4,11,3,0.7,21,14,30,367,37,109,137,127,22,7,6,14
C33A11.2,9,9,18,15,13,6,13,5,30,2,6,6,8,3,3,4,9
C33A12.1,51,245,90,395,696,92,109,83,26,136,90,48,76,109,130,107,88
nlp-35,0.4,5,4,20,8,30,6,39,43,34,129,105,97,17,4,4,5
C33A12.3,15,40,41,50,25,83,43,59,48,32,30,29,40,30,18,41,55
C33A12.4,0.2,2,13,2,3,83,19,91,60,31,88,63,85,29,15,9,32
ugt-21,2,2,0.1,2,2,18,0.1,5,13,7,2,3,8,1,4,6,0.2
ethe-1,8,6,10,20,10,7,8,18,9,58,11,23,11,2,5,18,37
gadr-2,0.4,,,,7,1,0.1,,2,0.8,20,0.3,,1,0.9,,11
ttr-9,0.4,,,,,2,,,0.1,3,1,,,0.9,39,,
C33A12.16,,,,,,0.4,,,,,,,,,,,
C33A12.19,12,13,47,18,0.4,0.8,2,0.3,6,67,7,0.1,0.7,1,5,1,32
C33B4.2,2,,,,5,0.8,0.6,3,8,0.3,2,0.3,,5,0.1,,0.7
C33B4.4,12,4,3,3,4,19,4,13,20,14,33,33,29,9,11,15,21
C33B4.5,0.2,,,,0.4,8,0.2,,0.5,0.7,0.3,5,,0.1,0.1,,2
C33D3.3,12,,8,0.5,1,0.4,2,0.1,1,0.3,0.4,1,,1,5,0.7,0.2
C33D3.4,0.1,,,,,0.9,,,0.2,0.2,0.1,,,0.2,0.1,,4
C33D3.5,0.1,,,,,0.1,,,0.3,0.2,0.1,,,0.3,1,,
clec-182,0.1,,,,,0.1,,,0.1,10,,,,,,,
C33D9.3,11,0.6,6,0.8,1,0.3,0.1,0.1,18,30,22,0.5,0.4,11,2,29,38
C33D9.5,3,4,8,0.7,43,7,52,78,4,0.9,0.5,37,33,1,9,5,93
C33D9.6,0.3,5,71,34,17,67,92,62,9,5,6,7,7,2,0.7,1,1
C33D9.8,1,10,2,1,17,2,6,19,1,2,0.9,25,7,0.1,2,1,20
C33D9.9,0.1,,0.5,0.7,0.1,0.4,0.8,6,1,11,4,0.1,,5,3,1,12
lgc-21,1,3,3,1,53,1,2,3,23,138,24,2,5,26,0.7,1,3
C33G3.4,7,0.9,3,3,35,3,3,31,5,8,4,12,2,2,2,26,22
C33G3.5,0.1,,,,,0.2,,,0.4,38,,,,,,,
C33G3.6,5,9,4,11,11,4,0.7,5,6,8,7,17,4,3,3,11,11
C34B4.2,11,7,9,4,0.9,20,11,20,92,31,22,15,13,26,7,19,26
C34B4.3,17,1,1,0.7,5,0.3,0.3,0.5,4,3,2,0.7,0.8,0.9,0.6,5,4
C34B4.4,0.4,,5,0.9,0.3,0.6,0.2,0.2,0.3,0.1,0.1,0.4,,0.1,0.4,,0.2
C34B4.5,0.2,1,0.3,0.3,0.1,0.3,0.3,0.7,0.5,0.3,0.2,0.5,0.1,0.1,0.5,0.1,0.2
C34B7.1,4,2,2,3,3,16,9,2,2,3,1,1,1,2,1,3,3
C34B7.2,17,12,24,12,2,14,26,14,7,17,11,14,15,18,6,23,18
cyp-36A1,9,14,28,5,0.4,0.1,0.2,0.4,10,5,6,0.1,0.4,2,4,0.3,5
mys-4,7,3,17,12,7,24,3,10,4,6,3,13,15,2,11,7,6
WBGene00007915,16,19,28,8,2,17,29,16,13,15,13,13,15,12,4,15,17
C34C6.3,10,2,1,1,35,0.3,0.3,0.5,24,18,4,4,0.7,8,0.8,11,12
C34C6.4,8,9,10,9,4,10,11,12,12,21,14,17,15,24,11,26,17
sphk-1,3,4,16,6,2,12,18,11,16,9,13,15,17,12,6,13,6
cup-16,4,1,37,2,0.3,20,12,0.7,32,2,0.9,0.4,0.1,5,51,0.1,2
C34C12.1,0.6,,,,,0.1,,,0.3,,,,,,,,
C34C12.2,18,29,18,20,7,11,17,9,7,8,10,16,14,10,3,17,20
pph-6,29,87,40,44,28,23,30,20,24,15,16,13,15,15,8,17,26
C34C12.4,17,57,17,23,14,43,29,35,25,34,97,25,26,35,33,33,48
rsu-1,13,51,180,122,126,173,161,127,80,60,48,18,20,62,43,37,24
C34C12.6,6,5,2,36,36,0.5,9,3,42,7,22,76,5,6,1,4,4
C34C12.7,9,0.1,15,13,0.4,4,5,1,29,17,15,0.8,1,4,8,2,1
C34C12.8,55,64,29,47,28,28,25,26,16,50,25,21,35,71,31,74,41
C34C12.9,7,1,3,0.2,2,0.8,0.7,0.4,3,3,1,0.4,1,3,2,5,3
dmd-10,29,1,140,0.6,5,0.1,0.4,0.2,4,312,2,0.3,4,0.6,0.8,0.8,243
dmd-11,0.1,,,,,0.1,0.1,,3,0.5,0.2,3,,0.2,0.2,,0.2
C34D1.4,45,0.6,3,0.7,7,0.5,0.2,0.1,10,48,5,2,0.6,7,3,41,33
zip-5,6,18,14,4,0.1,12,10,2,17,5,2,0.3,2,1,20,0.3,5
C34E7.3,15,,0.6,0.3,0.9,4,0.1,11,2,3,0.4,0.2,1,12,0.2,2,3
C34E7.4,2,77,216,114,290,47,98,109,50,119,168,21,58,86,96,17,14
C34E11.2,4,34,1,0.5,0.4,2,20,1,2,3,2,0.3,15,0.4,2,1,3
C34E11.4,2,,0.9,11,4,3,2,1,1,3,5,3,,2,0.9,,0.5
C34F6.1,2,5,0.5,0.1,1,46,0.2,0.4,18,2,0.2,7,0.3,0.3,2,16,0.2
C34F6.5,0.3,6,23,4,3,26,34,16,10,5,6,5,5,4,7,6,2
C34F6.7,4,10,14,8,3,13,15,10,13,11,13,8,9,15,5,9,12
idh-2,7,28,54,40,31,29,43,19,14,42,8,7,9,43,24,23,17
C34F6.9,5,7,16,5,2,18,17,15,6,13,10,8,12,7,2,3,3
C34F6.10,2,11,20,2,0.9,26,22,26,34,16,18,14,10,18,6,7,5
C34F6.11,7,,0.3,0.4,4,7,5,10,3,2,8,1,2,11,0.3,5,5
ugt-33,2,,0.5,0.3,12,2,1,2,0.2,15,3,2,2,0.7,2,43,2
C35A5.3,8,,0.4,0.2,12,0.5,0.9,41,29,9,7,7,0.9,5,36,8,2
C35A5.4,0.1,,,,,0.2,,,0.1,1,10,,,,,,
C35A5.5,1,,,,0.9,0.7,0.6,3,0.2,15,0.6,0.2,,9,4,,0.1
C35A5.6,15,7,28,9,4,9,9,6,43,7,4,4,25,4,26,0.4,5
dmsr-8,10,2,1,1,8,0.3,0.3,0.3,6,16,3,3,0.6,2,0.5,14,14
C35A5.8,50,64,54,53,19,33,48,29,13,41,30,33,42,47,17,71,72
hda-11,3,2,8,1,3,7,7,6,7,2,0.9,6,4,0.8,7,1,8
gcp-2.2,0.7,,,,,0.1,,,0.1,0.1,0.1,,,0.1,0.2,,21
selt-1.1,20,122,295,150,174,219,254,130,102,76,52,52,58,77,37,44,45
trpp-9,10,15,16,9,2,19,17,19,10,7,9,7,7,4,2,5,8
C35C5.8,11,,0.3,8,0.9,3,0.2,3,3,1,2,0.8,0.2,8,0.7,4,0.4
C35C5.9,27,,184,0.5,71,29,16,0.1,319,30,23,18,,42,156,9,0.3
C35C5.10,0.5,0.9,5,0.5,0.3,66,15,38,30,19,73,44,50,17,14,15,9
C35D6.3,10,,,,,9,,,0.1,1,,,,,,,
C35D6.4,0.8,,,,,1,,,0.8,3,8,5,,1,13,,0.8
C35D6.5,1,,,,,0.3,0.2,,0.2,0.1,0.1,2,,0.5,0.1,,0.3
cyp-25A1,3,,,,,1,,,0.1,0.1,0.2,32,,0.3,3,,0.1
cyp-25A2,2,0.6,0.1,0.6,0.6,7,0.4,6,7,3,2,6,19,0.6,3,0.4,0.2
C36A4.4,16,22,5,8,3,12,6,18,8,11,23,17,15,13,10,45,39
maph-1.3,7,13,3,7,1,6,4,4,2,4,3,3,5,5,3,12,39
cyp-25A4,0.3,2,5,2,0.5,11,6,10,6,2,4,6,7,2,1,2,0.4
acs-19,133,26,5,8,2,25,8,35,119,90,69,45,34,144,47,156,189
C36A4.10,6,23,0.3,6,6,1,15,17,2,11,3,13,5,0.6,1,7,12
rpb-3,60,145,123,124,122,51,80,38,15,35,25,36,35,41,23,110,94
prp-4,9,23,32,30,35,11,22,9,3,14,9,14,16,16,7,29,25
C36B1.6,7,,,0.2,4,6,6,13,3,3,2,0.3,,0.1,1,,0.1
dhfr-1,74,137,44,127,72,44,43,37,6,21,21,23,31,27,12,58,46
gls-1,35,26,38,21,2,29,41,24,16,17,17,16,17,24,5,35,51
C36B1.9,7,12,27,10,2,25,30,22,12,19,21,14,22,14,4,8,10
gska-3,0.5,67,1,0.4,0.4,1,1,10,0.3,3,8,0.4,4,5,0.6,0.1,0.6
C36B1.11,4,4,76,16,25,104,9,37,8,8,14,17,79,8,74,9,11
imp-1,123,169,75,44,12,75,86,62,27,22,38,25,24,23,10,63,98
C36E8.1,31,67,72,101,28,64,59,63,44,52,83,166,177,74,15,57,40
glb-11,2,5,2,4,22,29,8,0.6,60,14,64,62,3,6,5,53,2
pxd-1,2,35,92,30,19,37,75,26,33,16,12,11,13,11,4,5,9
C36E8.4,9,11,3,29,19,35,3,4,9,7,7,51,4,3,2,8,6
irx-1,0.6,29,135,33,18,94,108,67,60,22,25,15,11,13,4,5,3
swah-1,3,1,18,6,4,19,7,11,0.9,3,4,4,15,2,25,5,4
C36F7.5,0.5,,,,,3,,,0.7,0.3,0.2,0.1,,2,0.1,,56
C36H8.1,9,,,,,10,,,0.2,0.1,0.1,0.1,,0.3,9,,86
best-8,3,0.3,8,0.9,0.2,0.8,4,4,6,4,1,0.6,0.4,1,7,0.7,8
fipr-22,0.8,,0.3,13,2,13,0.9,0.4,5,0.2,3,1,0.9,17,0.6,6,2
fipr-23,0.2,,,,,7,0.1,,14,0.2,0.5,0.2,,0.1,9,,0.5
C37A5.7,1,0.8,4,4,2,6,1,5,2,4,3,2,2,2,6,4,3
fipr-24,2,,,,,1,0.2,,5,3,0.2,83,,0.5,0.1,,7
idhb-1,22,58,53,46,22,72,56,70,157,87,101,79,72,81,40,38,45
C37E2.2,1,4,0.8,29,16,0.3,5,3,7,3,10,67,3,1,0.2,6,3
C37E2.3,0.1,,,,,1,,,1,0.4,,,,,,,
C38C6.3,2,,9,5,0.3,12,0.4,1,2,7,0.1,0.5,,0.2,0.5,,45
sre-13,1,,0.5,2,0.2,0.6,1,1,0.3,0.2,0.7,4,0.5,0.1,0.8,2,0.5
C38C6.5,0.5,,,,,0.1,,,6,,,,,,,,
tag-297,94,4,1,5,1,0.6,95,19,21,46,64,3,5,2,1,10,54
slc-17.2,121,179,35,70,43,47,34,46,46,32,21,28,28,57,26,88,131
C38C10.3,4,,,,,4,,,0.1,0.1,4,,,0.1,75,,
nlp-48,26,7,2,5,28,35,1,0.8,23,58,6,3,1,2,6,35,30
enu-3.2,2,7,4,6,3,4,3,3,2,2,2,2,2,2,0.8,3,5
C38D4.4,0.7,0.4,42,2,6,43,1,2,3,9,14,2,33,8,50,14,17
tag-325,11,32,44,30,6,33,40,25,29,18,20,20,17,15,6,20,30
C38D4.7,2,9,0.9,3,1,1,1,3,5,3,2,0.9,5,3,0.5,0.1,2
C38D4.9,5,18,16,53,64,9,13,7,19,8,9,12,14,6,5,8,6
fbxa-171,0.4,,,,,0.9,,,0.3,0.1,,,,,,,
C38D9.2,2,1,2,1,0.5,2,5,0.6,8,3,1,0.2,0.6,7,6,2,0.3
fbxa-133,,,,,,,,,,,,,,,,,
C38D9.5,0.2,,21,0.3,0.2,0.1,0.1,0.1,0.3,0.7,0.1,0.1,,0.1,0.1,,0.3
fbxa-172,0.1,,,,,0.2,18,,0.1,0.1,0.1,0.2,,0.3,0.2,,0.6
fbxa-174,2,,,,,0.1,,,0.1,0.5,0.4,,,0.6,0.1,,
C38D9.8,0.1,,,,,0.7,2,,2,0.5,23,0.3,,0.6,15,,0.3
fbxa-176,0.7,,,,,0.4,,,0.2,1,0.1,10,,0.1,0.4,,0.6
tbc-8,3,2,0.6,0.5,0.4,1,0.2,6,34,4,12,14,10,2,1,1,1
C38H2.2,1,10,24,7,8,82,39,64,27,40,44,29,37,27,24,13,11
C38H2.3,0.5,6,2,2,11,11,5,0.6,11,5,46,25,2,6,7,16,6
C39B10.1,3,0.5,2,0.4,0.2,5,2,3,1,2,0.5,0.1,0.8,0.2,2,0.2,2
lgc-41,5,,0.8,0.2,0.3,2,0.1,4,0.8,0.5,0.1,1,0.3,4,0.1,7,0.1
C39B10.3,0.8,5,0.9,0.4,4,2,7,1,0.9,2,0.4,3,4,0.9,0.6,0.6,1
C39B10.4,0.3,,,,,1,,,3,,,,,,,,
C39B10.5,0.1,,,,,1,0.1,,3,0.3,0.1,2,,0.3,0.7,,2
scl-4,,,,,,,,,,,,,,,,,
scl-5,5,,,,,8,214,,8,3,8,0.6,,2,0.6,,2
scl-6,2,,,,,11,,,0.6,2,2,,,1,3,,0.8
scl-7,229,,,,,0.5,,,,,,,,,,,
scl-8,0.2,,,,,0.2,,,0.2,0.4,0.1,,,383,,,
C39E9.7,20,,5,0.1,9,0.3,2,0.3,5,7,4,3,,2,2,0.7,9
C39E9.8,0.2,0.3,0.6,0.1,0.2,2,0.8,9,22,41,11,4,3,35,9,23,22
spin-2,2,21,2,6,13,0.2,0.4,0.6,6,2,10,19,2,1,1,2,0.8
C39E9.11,20,13,37,47,33,45,33,66,14,26,20,44,66,8,43,23,30
C39E9.12,3,8,61,62,11,44,78,110,14,12,13,27,103,8,86,16,12
C40C9.3,0.3,,,,,3,,,1,,,,,,,,
C40C9.4,0.1,,,,,0.4,,,0.7,0.4,0.6,,,4,,,
C40H1.2,6,,,,,0.5,6,,2,2,0.3,0.7,,0.1,5,,0.7
C40H1.3,0.3,,,0.1,1,0.2,0.1,1,0.1,0.5,0.9,0.2,,0.1,0.1,,0.1
ttr-5,0.7,1,3,0.9,2,32,5,39,193,35,574,141,106,36,25,31,44
ufc-1,10,41,233,178,465,178,202,99,25,77,57,72,61,66,60,92,58
C40H1.7,24,,3,0.1,0.1,9,0.3,0.4,2,6,0.5,15,,0.2,2,1,0.2
C40H1.8,0.9,,0.2,0.4,0.1,62,0.1,7,44,11,0.7,2,0.5,0.3,0.1,9,0.1
C40H1.9,0.4,,0.1,0.1,0.2,14,4,13,0.3,0.1,16,0.3,2,7,0.3,15,6
C40H5.2,6,2,15,2,5,5,9,1,16,3,4,1,2,0.8,11,3,2
lact-7,3,3,0.3,0.4,0.1,2,6,0.7,0.8,2,2,0.1,0.9,0.3,0.4,0.1,0.4
hpo-41,1,,,,,1,,,0.4,2,0.1,,,0.1,,,
C40H5.7,4,,10,3,1,1,0.6,0.2,0.4,2,0.2,0.2,,1,2,3,6
chst-1,0.7,12,3,1,0.1,1,1,0.6,1,1,0.5,0.1,2,0.3,2,0.5,0.1
lron-4,0.4,,26,0.8,1,3,0.3,0.4,1,0.7,0.2,0.1,,0.2,0.1,,0.3
ctns-1,36,14,12,11,5,23,13,28,11,20,147,112,81,28,13,64,56
cdc-48.2,98,118,46,78,29,41,40,31,9,130,63,51,56,128,68,139,180
C41C4.9,0.2,,,,,0.2,,,0.1,,,,,,,,
cyp-34A3,0.1,,,,,0.3,,,0.8,0.3,0.3,,,0.2,,,
nhr-164,0.2,,,,,1,,,0.7,0.6,0.2,,,0.2,0.1,,
irld-25,0.4,,,,,0.8,,,0.8,0.8,,,,,,,
C41G6.13,,,,,,,,,,,,,,,,,
C41G7.3,0.9,0.4,44,2,6,34,1,2,2,5,12,4,33,6,52,8,7
set-32,1,0.6,12,3,2,10,0.7,2,2,4,5,2,7,2,9,6,10
C41G7.6,11,,,0.4,0.1,6,0.1,135,3,0.3,0.2,10,,0.2,0.1,,0.6
C41G7.7,0.6,3,0.3,0.4,2,2,0.5,0.1,0.5,0.8,0.1,5,40,0.8,0.4,5,0.2
npr-18,2,0.3,0.1,9,0.3,7,0.1,0.3,8,0.9,0.7,2,43,0.3,11,2,0.3
fbxb-65,0.4,,1,6,16,1,0.4,1,0.4,0.3,2,14,,138,2,8,48
C43D7.4,62,,,,,0.5,,,0.4,,,,,,,,
sdz-6,3,,1,66,2,4,0.3,0.2,2,0.5,10,12,,0.8,11,,3
C43D7.7,0.2,,,,,0.1,,,0.5,22,,,,,,,
C43D7.8,171,,,,,11,,,4,65,34,7,,31,9,,4
fbxb-64,0.6,,,,,0.5,,,0.2,0.1,,,,,,,
C43F9.4,0.3,,,,,0.1,,,0.2,9,,,,,,,
C43F9.5,2,,,,13,2,0.7,1,1,0.4,0.5,1,,0.1,2,,1
nkb-2,4,,,,,3,,,2,0.2,0.1,,,8,34,,
C43F9.7,7,,,,,6,1,,4,14,2,25,,3,20,,0.2
lgc-43,10,4,0.2,8,1,7,0.1,3,7,3,0.6,13,5,7,7,0.4,0.1
oac-8,0.1,,0.1,21,0.1,0.6,0.7,0.4,0.5,0.1,0.9,0.4,,0.1,0.7,,0.3
vps-50,6,8,16,8,6,15,17,10,5,4,4,4,5,3,1,2,4
C44B9.2,0.2,0.1,3,0.9,1,1,0.6,0.8,0.4,0.5,12,0.6,1,5,2,0.8,0.6
C44B9.3,0.8,21,1,21,53,1,10,10,2,2,5,21,1,49,1,96,8
athp-1,17,25,14,5,2,12,12,10,9,5,6,4,5,6,4,14,19
com-1,17,19,7,9,3,5,7,5,6,4,5,8,6,4,4,18,24
cyp-29A1,0.1,,,,,0.3,,,0.2,0.1,0.3,,,4,,,
C44C10.3,2,,,,,2,3,,0.4,0.3,5,8,,0.1,0.1,,3
smcl-1,7,6,12,9,3,7,15,6,7,3,3,3,3,2,1,4,4
C44C10.5,0.3,1,2,0.1,3,0.6,3,2,0.1,0.1,1,1,4,0.6,0.9,1,1
C44C10.6,,,,,,,,,,,,,,,,,
C44C10.7,0.3,,,,,2,,,,,,,,,,,
C44C10.9,71,11,16,2,49,12,0.3,0.3,25,60,23,4,2,17,5,11,9
C44C10.10,0.3,,,,,0.6,,,2,0.5,0.5,1,,0.6,2,,1
C44F1.1,47,9,3,28,25,5,3,3,10,4,0.7,11,1,34,28,0.7,2
gmeb-3,0.4,,,,,3,,,0.1,0.2,0.2,,,0.5,12,,
lron-1,7,8,48,2,9,1,1,0.2,1,1,1,23,1,0.2,21,4,1
C44H4.4,6,24,33,10,3,34,37,38,11,14,13,10,9,10,5,7,9
C44H4.6,3,0.5,4,0.2,0.3,4,7,1,10,2,0.9,0.5,0.2,0.2,6,0.4,4
C44H4.8,11,1,0.2,6,0.1,0.1,3,0.7,3,7,2,0.4,21,3,0.4,0.1,4
ugt-15,0.4,,,,,0.1,,,0.1,2,38,,,0.2,,,
C44H9.2,0.1,,,,,0.1,,,0.3,,,,,,,,
C44H9.4,0.5,,,0.1,0.3,2,0.4,3,0.6,1,0.1,2,,0.2,0.1,,2
C44H9.5,3,2,3,3,1,3,4,3,26,6,7,6,12,2,1,2,2
C44H9.6,3,,4,0.6,5,8,5,0.3,1,4,5,3,,0.2,7,1,0.2
C44H9.7,0.1,,1,0.9,2,0.3,0.9,2,1,143,5,0.2,,23,13,20,94
C45B11.2,0.2,,0.2,6,0.2,0.2,0.2,1,0.3,0.3,0.2,0.2,,0.1,0.2,,0.1
C45B11.5,0.1,,,,,5,16,,0.3,0.8,0.5,3,,2,0.7,,1
aspm-1,0.7,4,23,32,6,10,7,26,9,5,10,24,18,4,25,7,9
C46C2.2,13,74,470,66,51,155,327,106,40,91,54,41,74,64,13,23,28
C46C2.3,0.5,4,1,3,0.3,0.9,0.6,0.5,1,1,0.7,0.4,0.1,1,1,0.1,0.1
C46C2.4,,,,,,,,,,,,,,,,,
C46C2.5,13,,,,,0.1,,,1,,,,,,,,
C46C2.6,0.8,,0.6,2,1,0.1,1,0.5,1,0.3,0.4,0.2,0.3,0.1,0.5,8,0.3
WBGene00008116,1,2,0.2,1,0.3,3,0.1,0.5,1,0.7,0.3,5,2,0.5,0.4,0.2,0.2
gsr-1,88,146,33,59,26,32,29,47,62,83,42,31,34,75,54,74,102
madf-8,7,6,8,8,8,5,5,3,2,10,7,11,11,6,2,18,12
C46F11.4,13,10,19,13,2,14,20,15,13,9,6,12,11,11,6,14,14
C46F11.5,10,21,43,33,33,25,43,23,22,12,21,14,19,12,7,18,15
C46F11.6,4,22,108,21,19,167,124,127,208,20,51,64,41,13,5,4,4
C47A4.1,0.7,,,,,0.1,,,,,,,,,,,
ent-4,5,,0.5,9,8,0.8,0.1,10,12,0.3,19,0.1,,6,2,,3
C47A4.3,1,,,,,5,,,0.1,0.1,0.1,95,,0.1,3,,0.2
C47A4.5,0.1,,,,,3,,,31,,,,,,,,
sre-21,,,,,,,,,,,,,,,,,
ddo-1,4,,,,2,7,5,3,1,10,3,0.5,,3,1,,0.1
srab-12,0.7,,0.1,12,0.3,4,5,0.1,0.4,0.1,8,0.2,,0.1,0.9,,0.4
C47A10.12,0.1,,,,,0.2,,,0.1,0.3,0.2,20,,0.5,2,,0.1
fbxa-140,1,0.9,4,2,2,0.1,1,2,0.5,3,2,1,0.5,0.6,2,8,10
C47B2.2,21,38,30,53,58,15,21,14,26,20,34,49,52,27,17,47,33
gale-1,23,44,37,23,12,107,53,58,18,73,22,15,27,155,33,59,26
efsc-1,3,3,5,3,4,6,3,5,3,5,4,3,5,2,9,8,11
C47B2.9,7,9,12,15,8,24,19,18,2,21,12,11,14,18,13,17,14
C47D12.2,41,47,81,34,21,56,70,39,23,34,28,27,32,42,17,56,58
sfxn-1.4,0.1,0.6,0.7,4,2,0.8,0.6,1,0.3,4,4,1,1,4,0.8,1,1
C47D12.4,19,,,,,18,10,,2,42,23,0.1,,11,9,,3
C47D12.5,12,0.8,13,2,3,0.3,0.7,0.8,0.9,7,6,3,0.8,7,13,15,19
xpf-1,11,9,8,6,2,7,9,5,8,5,8,9,9,8,4,17,22
C47E8.1,0.1,,,,,2,,,4,0.7,0.1,,,27,,,
C47E8.3,8,0.5,18,0.5,0.1,0.2,2,0.3,3,18,2,0.1,0.1,0.6,0.2,0.2,14
C47E8.4,34,50,39,59,26,26,31,18,3,11,15,20,18,13,9,32,26
gasr-8,3,4,0.3,0.7,0.1,13,10,2,0.6,0.7,0.1,0.3,0.4,0.4,0.7,3,8
set-5,7,6,2,1,0.4,3,2,3,2,1,2,4,2,3,2,6,6
C47E8.9,0.6,2,2,0.1,0.1,2,0.2,0.2,0.5,1,0.1,7,2,0.5,2,0.4,0.2
C47E12.2,26,25,30,30,25,28,29,20,16,13,14,18,17,16,7,34,26
C47E12.3,11,9,10,7,3,15,11,11,16,19,13,12,16,21,8,21,14
pyp-1,35,67,116,94,139,102,107,90,55,178,91,75,107,155,88,112,112
mam-2,3,,0.1,1,0.3,6,0.6,0.5,9,0.1,0.9,0.7,6,0.5,30,8,0.2
