Gene_id,3-fold embryo Ce,4-cell embryo Ce,adult Ce,dauer larva Ce,elongating embryo Ce,embryo Ce,enclosing embryo Ce,fully-elongated embryo Ce,gastrulating embryo Ce,L1 larva Ce,L2 larva Ce,L2d-dauer molt Ce,L3 larva Ce,L4 larva Ce,late cleavage stage embryo Ce,newly molted young adult hermaphrodite Ce,post dauer stage Ce,proliferating embryo Ce
WBGene00010828,10103,3114,16029,6464,8903,8653,653,18714,6089,58595,7477,3874,3598,10469,3922,8386,4401,65458
WBGene00010829,34,6,243,23,54,57,2,86,8,830,62,15,133,1377,15,694,26,142
WBGene00010830,10650,15,187,450,1881,3461,15,29653,253,4340,3985,1255,856,4505,86,109,125,9875
WBGene00010831,1047,6,36,44,713,625,12,3013,275,284,343,58,153,1743,203,60,13,778
WBGene00010832,78,4,10,12,10,115,3,662,3,297,117,72,43,399,8,32,12,171
WBGene00010833,52,5,105,893,89,115,6,317,7,536,104,931,448,1182,30,468,608,49
WBGene00010834,10349,21,2405,4412,3251,2665,9,13906,250,14062,3661,4507,6845,6201,211,5251,9913,3278
WBGene00010835,42754,10,120,72,17249,6027,14,28705,127,535,6795,229,4469,3468,1080,65,68,8149
WBGene00010836,289,236,456,63,821,656,792,1582,2924,315,69,122,97,712,1012,433,52,7432
WBGene00010837,43,1,18,296,33,16,3,118,2,400,16,160,21,194,8,26,186,68
WBGene00010838,2172,15,256,1950,1144,1113,254,4017,490,23955,702,1156,247,441,329,149,1421,1688
WBGene00010839,244,623,3607,857,221,618,60,603,305,1823,396,443,504,889,118,2550,482,3516
WBGene00010840,4948,2902,14757,3697,7726,9527,277,11762,2101,59432,4068,2757,1248,3277,3219,5580,2460,25866
WBGene00010842,2640,1191,6897,6546,3058,3063,108,7069,1252,15738,4603,4531,3660,4088,1460,4658,4785,13342
WBGene00010843,123,54,714,338,127,289,85,411,288,208,141,233,190,529,110,753,226,1555
WBGene00010844,2323,1094,7572,5096,4073,4515,693,8251,2468,7241,1514,2709,2128,3224,2408,5098,3207,16670
WBGene00010845,4582,2087,10632,6510,8643,6898,383,13008,3537,6343,3408,3436,4163,3639,4567,8314,4588,32180
WBGene00010846,400,219,1087,1843,778,369,103,1069,544,1914,236,923,456,798,303,1375,971,1434
WBGene00010847,1702,60,3291,2008,2505,964,571,3187,1304,3334,1138,1857,2248,3083,1157,4107,1860,3271
WBGene00010848,500,24,241,1554,243,280,124,1061,472,6520,742,1406,272,2328,100,188,1053,737
WBGene00010849,88,19,34,2086,118,31,19,331,54,3911,299,907,130,853,57,98,921,238
WBGene00010850,4247,11,934,5530,4027,609,16,7218,380,4266,1269,2239,2881,3330,643,2000,2698,2350
WBGene00010851,229,5,59,506,124,43,3,590,50,1308,397,308,591,1338,37,222,576,355
WBGene00010854,0,2,4,70,2,6,1,31,1,343,5,23,2,53,5,3,23,108
WBGene00010855,4,7,7,191,1,11,1,18,9,900,27,116,15,192,7,13,156,116
WBGene00010856,41,0,37,336,32,26,5,183,10,1415,80,280,276,393,17,275,252,46
WBGene00010857,3,4,6,178,2,1,6,16,1,372,4,50,3,41,8,6,68,18
WBGene00010858,640,43,146,366,1437,171,387,872,529,593,266,502,684,1147,541,552,365,495
WBGene00010859,104,5,90,182,74,27,9,198,16,962,92,76,242,2842,25,275,170,320
WBGene00010862,0,1,0,2,0,0,1,7,0,116,2,0,0,5,6,1,0,8
WBGene00010863,4,4,3,77,0,2,0,22,0,465,7,52,9,367,4,4,71,9
WBGene00010864,86,5,24,820,25,39,4,418,5,5575,326,531,48,99,8,34,749,84
WBGene00010865,2,0,74,1006,4,11,1,46,0,2235,184,498,81,486,3,81,634,8
WBGene00010866,0,1,0,52,2,0,2,15,1,112,7,37,1,23,5,1,16,11
WBGene00010867,2099,88,2257,6580,3264,1503,254,6087,672,15921,2904,4162,3708,3696,1644,2206,4381,3965
WBGene00010868,28247,49,1455,5377,33716,10476,875,45872,2824,84999,8759,3890,3636,4212,12242,1668,4691,24502
WBGene00010869,10,6,406,20,3,12,3,31,8,106,4,1,152,1926,6,800,6,65
WBGene00010870,20577,17,406,2794,20543,5818,167,26157,1368,7529,830,3714,1987,3626,3735,961,2016,5301
WBGene00010871,268,9,94,249,84,124,10,571,57,3448,87,145,281,1379,24,211,198,476
WBGene00010872,621,230,1693,2416,1004,1348,2123,2330,12183,4677,430,1033,840,1640,1011,1313,2519,16800
WBGene00010873,1651,9,108,1354,940,344,15,3170,34,2190,263,919,366,451,113,333,978,581
WBGene00010874,40,2,37,11,25,71,8,172,39,335,22,7,42,577,10,136,1,302
WBGene00010875,2953,1852,8710,4720,5191,3241,311,6225,2223,6626,1591,2742,1817,2906,2066,6526,3550,15955
WBGene00010876,45,4,254,18,23,273,5,305,83,640,206,12,89,405,17,148,8,839
WBGene00010877,1318,23,580,1185,1915,3627,130,6839,1394,8063,1429,1005,629,2502,533,761,500,9051
WBGene00010878,2865,343,1647,4942,2711,1899,336,6460,2078,7798,2146,2700,1349,4672,911,1981,2920,6453
WBGene00010879,2979,980,4949,7473,3705,2777,280,6797,2031,17803,2366,4023,2456,12215,765,3534,2956,8567
WBGene00010880,12,3,16,66,22,33,6,75,31,357,42,207,10,369,21,29,52,244
WBGene00010881,157,3,21,345,83,54,5,235,13,1471,503,1164,328,831,15,179,324,101
WBGene00010882,4610,624,6724,6308,8240,5822,3068,12562,8006,21199,3312,3499,2397,3483,5329,3885,3376,33273
WBGene00010883,0,6,235,99,0,1,4,16,3,551,171,51,113,1347,7,408,155,6
WBGene00010884,421,8,157,688,362,88,3,649,5,1487,177,373,156,890,48,113,352,138
WBGene00010885,0,0,34,0,0,0,5,3,3,4,3,1,0,3788,3,20,0,1
WBGene00010886,0,1,16,19,2,1,1,1,2,49,3,167,2,890,4,6,2,1
WBGene00010887,260,0,129,24,353,39,3,292,4,1575,93,63,122,545,43,414,138,60
WBGene00010888,16,11,293,2155,9,34,6,356,15,4329,233,1836,748,2406,7,796,602,60
WBGene00010889,599,450,2289,3138,998,999,233,1562,1386,2201,341,1478,672,1209,363,1941,2120,4689
WBGene00010890,4947,2772,17918,35434,7298,6064,968,14254,5081,24627,4514,19454,7624,7643,3616,11839,20651,37541
WBGene00010891,1109,608,2244,3723,2579,1407,618,2661,1725,3746,548,2234,1049,1497,1294,2458,1840,6783
WBGene00010892,1995,1131,6175,1648,3132,2184,1512,5368,3395,5267,1236,1135,1682,3752,2118,5144,1280,13201
WBGene00010893,6051,9,77,10,12782,3496,1735,8613,1152,684,387,37,324,398,5032,21,71,25281
WBGene00010894,17,5,2,7,20,12,9,36,4,70,14,46,6,289,9,12,2,62
WBGene00010895,1,8,44,20,3,13,7,35,7,202,9,70,72,446,19,110,26,5
WBGene00010896,19752,8936,46708,9939,35819,21005,23589,24063,59950,18243,8413,19295,11954,40007,18336,50570,39371,116473
WBGene00010897,410,263,3442,2630,606,820,134,1704,598,10830,1578,2091,2880,3485,337,2312,2261,3842
WBGene00010898,3984,7,50,139,4729,1010,38,4666,181,1269,125,111,26,71,962,33,126,2016
WBGene00010899,7002,11,829,1374,6020,1531,19,6183,624,2231,740,4179,817,2702,775,871,619,2251
WBGene00010900,11,8,326,10,12,0,7,45,6,121,16,38,309,24060,15,1655,16,105
WBGene00010901,1758,19,8024,503,654,613,5,3922,264,20888,3799,2389,5233,7477,24,5543,2817,944
WBGene00010902,911,32,803,2110,2059,632,430,2551,1638,13259,816,2043,1252,5179,1002,1001,1652,5146
WBGene00010904,940,19,1707,630,508,290,167,4119,407,4670,1892,1934,4871,7425,234,7416,1103,724
WBGene00010905,2014,602,2076,2042,3244,1223,222,3254,904,3725,1253,1881,1863,3065,1159,3396,2325,3603
WBGene00010906,133,6,613,104,228,144,34,641,57,1842,108,67,196,4168,81,367,97,929
WBGene00010907,716,24,134,114,163,270,8,2732,52,3137,901,159,208,585,37,153,97,711
WBGene00010908,6768,2848,31621,16584,5918,6680,88,12114,1482,57498,12314,12227,11564,12910,1613,14069,10859,21863
WBGene00010909,2088,616,2382,1520,3799,1552,509,3473,1944,7178,1234,1561,1597,11088,1432,4115,1934,11642
WBGene00010910,2587,1402,8987,3186,3083,3928,521,5211,2827,26507,1937,1699,733,4137,1455,3256,1769,26634
WBGene00010911,3126,2263,10126,3882,2832,4790,276,5910,1643,21655,2935,3265,2829,6105,1080,7456,2876,19406
WBGene00010912,1881,1724,16655,11837,2193,4081,503,6646,2576,29177,4364,9521,8176,8023,1190,11708,10597,20488
WBGene00010913,1516,1376,3504,1754,2198,1526,531,2883,2496,2916,386,1012,782,2589,857,2125,1257,16129
WBGene00010915,11,4,98,37,16,6,16,41,17,43,11,34,86,2049,23,410,11,30
WBGene00010916,86,0,6,214,82,31,0,198,2,230,28,205,26,134,16,15,111,339
WBGene00010917,162,0,9,49,218,67,35,906,24,16,134,237,87,467,75,51,15,81
WBGene00010918,2978,135,1235,4326,1677,1757,53,4617,282,36675,2972,4193,1709,2753,292,1133,5443,2706
WBGene00010919,12,1,38,65,10,23,1,37,6,271,17,53,21,213,12,36,60,99
WBGene00010920,83,6,440,235,54,305,19,289,130,229,10,81,118,883,48,295,99,489
WBGene00010921,42,16,73,253,74,87,122,202,2016,231,15,144,15,214,86,18,83,3483
WBGene00010922,896,638,2335,426,1431,1914,325,2341,1167,1794,490,472,413,1684,712,1527,431,4745
WBGene00010923,9057,2549,22981,13890,10805,9676,626,27208,4305,45737,8822,9037,6302,31509,4038,7740,8295,94021
WBGene00010924,4017,40,649,470,4510,2318,450,6526,3390,1600,2233,964,1607,10938,1429,555,528,10488
WBGene00010925,1769,0,75,246,2935,1116,149,2278,1259,623,324,822,377,821,1015,297,517,1809
WBGene00010926,329,3,11,4,44,453,0,2798,9,222,110,38,60,366,6,14,7,545
WBGene00010927,19,2,2,1,13,18,4,54,7,17,3,1,1,390,7,1,0,143
WBGene00010928,253,3,6,22,284,37,29,394,58,119,370,41,64,1416,114,16,34,105
WBGene00010929,0,5,4,491,4,2,10,16,9,240,2,295,0,14,26,5,147,42
WBGene00010930,11,3,1,512,8,0,12,30,3,3,6,159,0,10,12,5,138,40
WBGene00010931,1292,5,233,1220,821,209,15,811,25,1393,290,366,200,918,75,178,689,609
WBGene00010932,2,5,11,33,14,15,13,23,33,11,2,26,0,16,10,2,31,286
WBGene00010933,1,12,55,6,5,2,10,10,4,17,9,2,26,2114,15,624,3,32
WBGene00010934,5,4,5,152,5,7,9,16,2,76,13,50,11,64,2,13,99,43
WBGene00010935,3470,105,1865,12066,7472,5892,1126,13476,2745,354364,3052,6112,1212,3501,5293,721,6527,10658
WBGene00010936,237,2,178,777,95,102,11,716,13,16837,953,467,219,297,49,80,329,350
WBGene00010937,189,2,2,219,139,23,5,292,9,477,28,108,19,63,28,8,143,245
WBGene00010938,16,1,0,0,16,10,4,20,2,13,3,0,1,4,7,0,0,43
WBGene00010939,37,9,1,3,41,20,5,22,6,46,10,2,0,19,18,2,1,29
WBGene00010940,29,3,149,22,77,38,24,215,57,3025,220,82,317,383,56,196,339,130
WBGene00010941,4340,840,4953,2080,4687,2810,491,7544,1842,8232,3272,1804,4064,6387,1806,4895,2064,7777
WBGene00010942,5963,1481,5480,2504,5595,3421,5748,8173,9112,31525,4463,2308,3828,9912,3738,8076,2783,24775
WBGene00010943,1320,14,1609,4751,2038,504,162,4212,446,15728,1000,6243,1289,2843,706,1247,2514,1125
WBGene00010944,3632,25,134,3085,2377,733,19,6442,54,7008,1495,3064,633,1686,216,511,2280,1281
WBGene00010945,20,3,226,10181,2,18,3,354,5,3582,212,6962,502,995,5,552,4367,38
WBGene00010946,1,3,29,81,2,3,3,10,4,37,44,67,3,1128,9,17,43,4
WBGene00010947,683,34,739,1162,1104,777,60,1231,227,13973,843,1145,791,1409,373,525,931,1200
WBGene00010948,1127,4,38,43,228,859,6,7032,48,870,1388,399,278,1688,13,75,15,1668
WBGene00010949,0,1,0,6,0,0,1,3,0,13,2,3,0,180,3,11,0,3
WBGene00010950,0,3,2,9,4,0,2,29,4,205,3,22,0,17,3,8,10,37
WBGene00010951,1418,292,989,632,3287,1308,397,2507,1145,1238,282,518,204,327,1427,363,329,4019
WBGene00010952,0,0,0,0,0,0,5,9,1,11,3,0,0,3,3,3,0,18
WBGene00010953,0,6,2110,2,0,14,1,6,2,2,1,0,0,1477,5,180,0,8
WBGene00010954,1,4,0,1,0,5,0,14,3,51,2,0,0,9,12,3,0,30
WBGene00010955,52,0,1,6,126,36,2,133,7,399,2,11,0,22,35,0,1,200
WBGene00010956,5,0,6,84,7,29,1,32,2,136,4,80,6,58,3,2,40,97
WBGene00010957,45082,9141,3684,63088,101696,293,260158,52780,176341,10964,19529,53704,22886,12415,104393,47038,55221,67534
WBGene00010958,5770,180,1021,5305,12476,935,19722,8297,11080,1282,747,6138,12789,20762,13413,19970,7089,8626
WBGene00010959,143384,4216,9982,204988,172892,23796,91175,123674,118631,413403,283686,104850,46746,59483,89273,85810,118036,102524
WBGene00010960,142877,6207,7671,264720,263989,4689,334547,152055,260543,86547,90280,167748,71546,61380,192137,117090,185744,103753
WBGene00010961,37584,1721,1629,48981,71654,1058,64062,40996,69742,43312,65254,37014,30941,21211,37607,42757,43523,28149
WBGene00010962,89411,5805,14344,342371,162607,50560,127270,126709,236642,409612,323743,194910,81522,94534,130239,115275,217799,134255
WBGene00010963,110514,3859,6292,105691,170311,9112,83373,123594,107214,190570,175000,104419,47425,49644,77606,84281,126071,55202
WBGene00010964,182129,11697,50628,341305,256649,61442,148202,301641,288160,1099576,892067,331371,153873,218422,148527,262053,336711,329317
WBGene00010965,148401,9066,10718,164433,353748,32874,472499,180682,386464,704805,586454,140951,72587,92481,312006,105506,114304,199013
WBGene00010966,22503,2504,1563,20893,44302,357,215672,24403,146759,7515,12435,18761,21548,17191,99686,33398,20250,56713
WBGene00010967,119743,6188,10166,152881,173584,6492,80068,132751,87829,361194,276030,124863,57775,42825,76670,102929,180650,64166
WBGene00010968,1665,1,11,63,443,273,0,2807,24,51,565,70,158,596,8,23,45,364
WBGene00010969,1,0,26,25,2,7,4,14,3,124,9,135,58,5034,8,68,19,12
WBGene00010970,65,7,167,1652,39,33,11,376,6,3134,340,1683,270,973,17,261,1173,121
WBGene00010971,359,11,72,354,209,183,39,1031,117,3348,145,464,61,218,65,49,394,420
WBGene00010972,1832,9,692,1576,1314,507,9,2077,9,4036,585,2691,472,1946,96,299,1232,658
WBGene00010973,163,20,134,112,131,81,26,204,49,280,40,91,31,138,45,126,74,226
WBGene00010974,1848,7,132,593,1322,605,41,2507,153,2942,158,463,75,248,175,86,465,874
WBGene00010975,1596,1580,8527,1113,1570,2839,191,3726,1115,4398,1141,1053,988,3256,578,3662,1052,16824
WBGene00010976,10560,13,1164,3146,12321,6803,690,12285,2597,33438,2175,3655,708,1319,4336,285,1951,12802
WBGene00010977,150,5,211,991,39,146,2,725,53,2171,304,1252,528,1870,7,399,687,133
WBGene00010978,1,0,12,50,0,0,1,8,1,119,2,39,6,81,0,2,17,14
WBGene00010979,45,2,4,484,7,12,11,168,3,1948,53,208,23,213,6,15,337,108
WBGene00010980,2,1,152,120,1,2,1,13,1,71,4,33,164,1278,6,350,60,9
WBGene00010981,848,207,382,127,1922,425,563,1007,2010,647,111,103,42,138,866,223,89,2048
WBGene00010982,413,4,329,12199,189,124,39,724,85,2726,401,8496,156,2313,27,147,15424,410
WBGene00010983,292,7,223,528,271,200,93,1091,514,1426,301,556,604,1144,182,530,695,1658
WBGene00010984,1739,400,2698,2325,2443,1640,389,3037,1708,4554,1898,2111,2759,5761,1124,1998,3364,6907
WBGene00010985,2092,7,777,1125,3635,614,92,2107,81,7698,237,2658,162,2906,777,1042,1168,925
WBGene00010986,419,13,70,2010,139,110,229,1105,438,11014,779,1492,124,510,133,105,1228,944
WBGene00010987,947,9,82,28,111,2018,5,7680,89,894,223,925,237,3429,25,126,5,5520
WBGene00010988,12457,2980,26440,42246,11856,6105,399,14497,2284,10237,15389,14395,26009,31314,3408,23269,17491,19422
WBGene00010989,134,16,3058,770,185,675,28,529,168,367,190,466,1283,1534,78,1668,318,3843
WBGene00010990,5240,2059,9687,6327,5600,7591,518,13069,3817,11469,2327,5042,2759,6559,2195,5398,4048,33235
WBGene00010991,10,4,112,22,8,10,2,32,18,240,17,21,73,353,12,208,6,66
WBGene00010992,0,9,105,8,0,1,4,9,6,847,21,2,144,783,15,293,1,8
WBGene00010993,13219,563,9127,11060,11094,7523,1801,22177,4785,44264,10557,9852,12964,22407,3683,11343,14569,18808
WBGene00010994,1030,9,158,1365,1497,561,44,1678,45,3338,223,964,237,345,439,183,750,1222
WBGene00010995,37,0,0,5,164,7,14,71,10,184,6,3,1,6,63,3,3,199
WBGene00010996,0,4,0,3,0,0,5,12,2,10,10,20,0,111,11,13,2,33
WBGene00010998,1246,3,311,1204,916,255,18,1806,63,1172,163,1151,564,3205,144,425,989,1581
WBGene00010999,31,5,21,16,36,3,13,40,4,58,3,13,0,60,20,66,15,90
WBGene00011000,26,10,1641,11,30,4,12,31,2,69,18,13,8,1619,21,3482,29,27
WBGene00011001,1,2,9,4,0,1,2,5,0,11,0,1,47,459,2,46,0,1
WBGene00011002,68,3,25,271,319,75,40,164,231,317,108,296,163,204,185,143,235,165
WBGene00011003,2048,8,627,565,1748,578,107,2497,521,2329,310,449,875,1844,363,856,567,1821
WBGene00011004,1982,6,10,250,1095,281,21,1876,48,369,81,434,39,237,108,27,108,585
WBGene00011005,0,8,7,6,1,3,3,15,2,26,4,11,1,187,6,25,7,58
WBGene00011006,20,8,1125,2096,27,12,3,156,4,359,703,3260,3955,9496,12,7614,1896,66
WBGene00011007,0,0,0,1,0,0,0,1,0,7,3,1,0,3,2,5,8,4
WBGene00011008,0,0,8,0,0,1,2,4,0,12,3,0,60,332,2,93,0,18
WBGene00011009,2,1,16,86,1,4,6,79,0,187,43,131,27,352,7,29,86,23
WBGene00011010,476,1322,6714,7,332,1249,194,1385,1435,145,2,14,16,240,241,1598,2,15765
WBGene00011011,728,2578,15250,19,328,531,74,746,338,168,5,14,10,697,123,4973,10,8777
WBGene00011012,127,465,1744,3,157,405,1226,557,5411,84,6,11,5,154,382,753,1,8126
WBGene00011013,35,2,1,4,13,6,6,141,6,67,10,12,7,79,5,8,2,103
WBGene00011014,223,8,36,803,113,46,6,502,16,664,136,640,86,238,10,70,796,161
WBGene00011015,8005,2302,13224,17547,13027,16048,8401,22628,24750,40785,7924,23432,13422,71500,6013,16849,24739,61787
WBGene00011016,2466,2141,6746,4458,4886,2703,470,5270,3723,4983,1654,2235,1434,2694,2222,7780,3328,16376
WBGene00011017,966,587,1384,1577,2721,566,891,1360,3964,870,513,1012,934,1294,1225,2988,1226,3545
WBGene00011018,10,11,9,24655,36,32,50,646,192,19880,192,24475,18,173,18,4,13069,331
WBGene00011019,241,2,117,1777,49,111,0,1607,0,3211,519,1077,911,1957,2,343,1347,262
WBGene00011020,149,7,187,724,35,57,0,391,10,2485,495,384,292,788,6,162,727,113
WBGene00011021,17,0,35,634,13,9,0,220,3,1277,158,211,112,380,3,79,382,14
WBGene00011022,0,1,2,2,0,3,1,26,1,30,22,2,20,331,2,8,2,45
WBGene00011023,7,1,5,3,6,4,2,91,0,3,281,1,175,295,6,29,4,55
WBGene00011024,3,2,2,1,1,10,3,8,1,4,8,1,147,438,9,17,0,8
WBGene00011025,1,4,0,1,4,2,1,9,0,2,1,1,37,33,2,6,0,11
WBGene00011026,2721,5,528,4487,2501,2005,17,5006,35,11391,918,3861,637,6523,363,553,1540,1219
WBGene00011027,20,6,10,718,13,5,1,79,7,724,60,289,73,392,7,67,149,21
WBGene00011028,1377,19,73,983,903,591,23,2316,163,5109,504,513,163,378,176,112,554,1843
WBGene00011029,1208,306,1416,1784,2013,802,281,2034,920,1833,596,1248,1056,2462,729,2423,1249,3347
WBGene00011030,3796,141,923,730,4354,2413,218,4093,514,3106,164,1060,307,1350,956,948,762,3504
WBGene00011032,2348,763,3428,4388,4809,1564,514,5679,2485,8725,1957,2829,2171,2226,2238,3935,4091,6686
WBGene00011033,2188,442,2970,1129,6138,1846,3307,4211,6643,3495,1085,1199,2174,5208,3105,2865,1095,5678
WBGene00011034,2674,1234,3855,2696,5340,2301,1107,4752,4509,4193,1002,1792,1527,2584,2890,4254,1970,11382
WBGene00011035,1678,1659,3788,1120,3370,3108,3086,5004,10744,3179,716,778,901,3120,2041,2672,970,15259
WBGene00011036,6523,2685,14081,6735,7661,4149,649,10144,3834,20700,2811,4149,2443,3459,3020,9766,5176,29184
WBGene00011037,3422,2043,8857,3594,5916,5103,743,6849,5079,5421,1644,2252,2433,3321,3095,5730,2793,35399
WBGene00011038,5418,13001,32245,4755,3944,15782,3307,11529,60824,8730,3064,3189,2065,8130,2066,16140,5618,186905
WBGene00011039,294,14,1587,354,309,369,62,613,200,586,81,278,283,1133,165,1088,338,682
WBGene00011040,939,820,2506,1133,1561,1308,1005,1849,3281,2008,396,1012,717,1557,832,1782,1136,6026
WBGene00011041,511,5,51,68,183,155,2,956,12,52,27,117,17,122,9,46,24,317
WBGene00011042,0,3,70,1750,2,17,2,226,7,5791,170,552,323,1206,4,333,2085,50
WBGene00011043,1768,838,4069,3746,3021,3177,1232,5081,2447,9433,1448,3945,2095,2837,1798,4278,4000,8084
WBGene00011044,773,928,6022,924,718,1450,125,1456,1002,2652,753,686,698,1191,299,2479,585,12329
WBGene00011045,1212,511,5881,5971,2048,5096,333,6344,1749,14245,2804,12331,2174,10852,1096,3150,4373,9528
WBGene00011046,2,4,18,62,0,6,7,2,1,39,3,908,0,1115,4,21,2596,5
WBGene00011047,2236,499,6689,2773,3718,3525,1370,5510,4344,5962,1105,1567,984,1431,2752,3363,1866,19316
WBGene00011049,39,59,1172,153,98,841,224,832,3094,245,6,100,2,46,121,47,58,13365
WBGene00011050,2889,845,8660,5909,4537,5003,310,12470,1940,28810,3484,4126,3988,4086,2526,4945,3625,12327
WBGene00011051,4468,1813,16001,6795,6530,9269,1675,12007,6580,20257,2723,5139,3969,4599,3789,4804,5126,40464
WBGene00011052,31,4,33,2484,89,35,7,83,27,3191,27,1534,4,52,34,10,1082,56
WBGene00011053,2,1,4,6,2,1,3,21,0,50,8,4,19,697,6,16,4,88
WBGene00011054,371,371,4329,2043,461,783,51,1107,224,2676,913,1422,1380,2216,168,2248,2219,2692
WBGene00011055,77,7,713,3256,162,220,33,1254,65,10555,1276,2783,2047,2941,64,729,3484,387
WBGene00011056,650,174,2261,998,862,2593,194,1769,683,801,167,1944,133,1182,526,449,653,4627
WBGene00011058,2085,704,3589,1376,2567,1312,534,3354,1456,2834,1182,970,1443,2064,1310,3736,1251,6419
WBGene00011059,21222,153,5523,5953,28860,7651,11998,12436,21142,33371,22081,12196,8265,59196,10269,10617,55307,19594
WBGene00011060,1585,33,897,7340,739,1280,9,5363,107,64553,2320,2628,376,1174,145,351,3582,1699
WBGene00011061,4994,16172,83272,5567,3117,13348,252,5942,5486,2536,1612,4007,9742,18207,1392,48557,2782,95235
WBGene00011062,87,119,731,568,103,83,3,151,47,399,46,174,164,228,37,990,168,464
WBGene00011063,162,408,59299,519,178,218,24,258,72,439,34,305,240,12846,58,22910,356,1127
WBGene00011064,1941,803,6358,7080,3059,2093,669,4970,1657,13632,2921,6127,4534,8045,1721,5882,7372,7913
WBGene00011065,105,101,117,268,324,98,314,278,974,298,53,233,115,184,252,215,220,715
WBGene00011066,429,1270,7038,1826,360,834,70,925,459,896,152,866,785,1311,166,4582,1056,4405
WBGene00011067,2188,1152,4861,2908,3684,3638,229,6852,1398,7712,2316,2436,1917,2411,1821,3668,2466,10978
WBGene00011068,991,456,3087,1798,1334,847,116,1792,672,2546,719,985,702,1020,554,2582,1270,4294
WBGene00011069,629,4,173,926,323,358,29,2054,299,10771,184,819,181,710,137,53,763,4192
WBGene00011070,0,1,296,230,0,4,1,68,2,7421,931,309,230,359,3,77,339,3
WBGene00011071,5657,1137,12291,5272,8880,5316,435,12482,2950,15321,4150,3704,4387,4579,4064,7760,4257,22817
WBGene00011072,6,4,1483,4817,17,77,46,446,84,15802,3105,3354,1694,13377,12,1107,7902,172
WBGene00011073,1440,3,53,237,875,169,7,2061,30,3664,690,329,245,601,86,214,367,397
WBGene00011074,8,2,9,275,62,41,26,137,168,1632,170,242,131,322,118,25,127,1030
WBGene00011075,1942,4,18,101,822,365,7,2823,123,696,553,267,125,694,92,29,120,1415
WBGene00011076,720,11,202,71,299,96,5,1475,29,1020,709,171,1143,1258,25,908,300,114
WBGene00011077,497,1,11,43,177,67,15,665,8,367,257,40,189,1463,23,20,41,384
WBGene00011078,508,3,10,23,202,226,15,766,11,123,120,26,76,894,28,9,19,151
WBGene00011079,121,1,13,3,71,39,21,200,18,129,80,10,100,454,21,8,5,31
WBGene00011081,2317,13,60,175,1788,942,47,10447,219,3809,469,631,622,623,493,227,285,2752
WBGene00011082,148,6,35,495,52,30,4,321,10,1555,187,349,166,510,6,115,418,60
WBGene00011083,510,16,169,191,1142,469,763,1130,7252,1016,312,418,423,982,574,281,483,3545
WBGene00011084,14,4,0,21,1,1,8,28,2,87,3,52,2,28,14,7,30,31
WBGene00011087,359,1040,8270,1897,273,809,15,581,346,828,352,1063,1159,1633,103,5295,1043,3437
WBGene00011088,201,4,84,484,626,261,322,629,470,2198,82,254,159,907,309,315,907,451
WBGene00011089,231,7,672,2081,1184,400,367,1886,545,5355,1288,1567,1483,2546,724,1233,3651,933
