PHI	log10.PHI	Std.Dev	log10.Std.Dev	0.025	0.975	log10.0.025	log10.0.975
0.319780678	-0.508389413	0.077848885	0.109052673	0.18289382	0.489847913	-0.737801004	-0.309938767
0.178840294	-0.770290554	0.055888143	0.14568744	0.079579747	0.297712976	-1.099197448	-0.526202343
0.828296304	-0.08664491	0.126064174	0.064352166	0.616006699	1.118310741	-0.210414592	0.048562481
0.296612084	-0.541383088	0.073190986	0.110291435	0.168340908	0.454666532	-0.773810336	-0.34230703
0.449945509	-0.351551712	0.067413372	0.063631159	0.337375944	0.608808186	-0.471885888	-0.215519517
1.197951794	0.07155852	0.215576716	0.077295567	0.834648587	1.690797214	-0.078496341	0.228091396
0.602066636	-0.226699263	0.103633355	0.07431368	0.423515449	0.838104385	-0.373130871	-0.076701888
1.915517569	0.279019982	0.242604581	0.052564588	1.548940457	2.531041376	0.190034722	0.403299236
0.49859935	-0.306628555	0.072113944	0.061296218	0.382431049	0.668702566	-0.417446862	-0.174767014
0.40732047	-0.398334652	0.079603279	0.085279574	0.270480662	0.586727065	-0.567863824	-0.231563896
0.557345629	-0.261317641	0.103658272	0.080655549	0.374491079	0.786600859	-0.426558525	-0.104245596
0.525364518	-0.283839852	0.075572141	0.060636045	0.402634192	0.710788717	-0.395089351	-0.148259533
0.31604594	-0.507958412	0.059825583	0.082479899	0.21711394	0.456251203	-0.663312294	-0.340796071
0.091429383	-1.077490091	0.036728916	0.192508279	0.030546337	0.172442816	-1.515040868	-0.763354894
0.229266092	-0.651888251	0.054139287	0.104269012	0.135016925	0.349638038	-0.869612642	-0.456381483
0.587238252	-0.234303102	0.072638183	0.051311269	0.482523826	0.77678853	-0.316481242	-0.109697212
1.120562077	0.045739409	0.150908686	0.055942733	0.892638283	1.511692744	-0.049324577	0.179463526
0.356384069	-0.467548966	0.103098677	0.134420547	0.169276574	0.576786724	-0.771403182	-0.23898478
0.61612463	-0.217325807	0.111108413	0.078128135	0.424604	0.864908276	-0.372015919	-0.063029947
0.504004955	-0.304682702	0.091766997	0.078755301	0.344734904	0.707787113	-0.462514759	-0.150097371
0.208070606	-0.705450892	0.066683335	0.148112129	0.092519842	0.361382993	-1.033765168	-0.442032471
1.921563625	0.279836953	0.262352021	0.056916204	1.510794046	2.552422909	0.179205262	0.406952633
0.060490888	-1.278654933	0.032314082	0.237875711	0.01634103	0.133399984	-1.786720689	-0.874844223
0.914376736	-0.044644393	0.150907563	0.070648216	0.65882517	1.261441951	-0.181229823	0.100867269
0.424178272	-0.377668291	0.06675546	0.067054081	0.310373652	0.578191932	-0.508115268	-0.237927975
0.259502381	-0.599593103	0.064338452	0.111138819	0.148462142	0.401364554	-0.828384279	-0.396460985
0.433208197	-0.370644242	0.080211099	0.079976969	0.295400119	0.616679904	-0.529589354	-0.209940244
1.42667675	0.148841828	0.23103374	0.068640207	1.04787733	1.974848774	0.020310278	0.295533842
0.712781131	-0.15169704	0.106803087	0.06305627	0.539987725	0.970747162	-0.267616163	-0.012893877
0.4698506	-0.340062648	0.109147324	0.103686349	0.272088149	0.69993536	-0.565290385	-0.154942274
0.690938711	-0.163580716	0.084240912	0.05045921	0.569686316	0.911719019	-0.244364212	-0.040138986
0.452645838	-0.350245237	0.076184189	0.072079622	0.321566416	0.624830607	-0.49272933	-0.204237739
1.817535758	0.255645901	0.248106994	0.057128387	1.430475649	2.425111785	0.155480464	0.384731746
0.150587201	-0.857503593	0.057448334	0.184891709	0.053024242	0.276329069	-1.275525733	-0.558573567
0.815705299	-0.092009902	0.107415711	0.0547771	0.654609665	1.094459866	-0.184017588	0.039199751
1.218790293	0.082324907	0.162028971	0.055225127	0.974062489	1.648487027	-0.011413181	0.217085534
1.772393703	0.242287889	0.308007504	0.073361106	1.26506424	2.484373081	0.102112576	0.395216645
0.71114248	-0.150812432	0.083295467	0.048242647	0.594897476	0.938409043	-0.225557875	-0.027607961
0.482905179	-0.320512027	0.069713602	0.061335671	0.370397014	0.644983519	-0.431332948	-0.190451385
0.447225153	-0.354135036	0.066915801	0.063156395	0.337961851	0.607312169	-0.4711324	-0.216588018
0.887406826	-0.058746997	0.159442159	0.077196888	0.616810478	1.249786926	-0.209848628	0.096835977
1.729584217	0.234722883	0.217447045	0.052171058	1.397624779	2.292870512	0.145390592	0.360379409
0.781185389	-0.116870165	0.163890919	0.092223838	0.495139515	1.143286	-0.305272442	0.058154882
0.365120441	-0.445115089	0.06835134	0.081235093	0.245544367	0.518924316	-0.609870039	-0.284896019
0.550542116	-0.263936937	0.082964951	0.06366707	0.420792742	0.750120147	-0.375931765	-0.124869411
0.352101475	-0.462061137	0.0710888	0.087271457	0.229711987	0.512210368	-0.638816342	-0.29055165
0.688530862	-0.169033438	0.124331134	0.077736814	0.475515094	0.96373869	-0.322835693	-0.016040706
1.527908444	0.179453313	0.228243152	0.063049327	1.148089492	2.089791346	0.059975674	0.320102926
