GeneName, elongating_embryo_collapse, L1_larva _collapse, L2 larva  collapse, dauer_larva _collapse,L3_larva _collapse,adult _collapse
ncs-4,121,805,131,119,197,24
myrf-2,33935,106006,15936,21845,8004,4102
arrd-28,41,5070,160,116,32,5
tyr-3,2,194,15,10973,9,10
hint-1,3675,3562,1018,3221,2014,1019
pfd-6,4378,9960,1033,3392,1841,1102
F21C3.6,0,12,9,4,10,10
F21D5.1,3093,3174,956,3850,2129,8785
otub-3,3366,2551,842,2009,1387,1980
F21D5.3,2482,1109,2557,4136,4177,536
F21D5.4,1747,249,83,346,281,64
F21D5.5,4095,4149,785,4381,1189,623
F21D5.6,3112,3884,642,1773,836,1068
F21D5.7,12544,12211,3846,8862,7672,3551
mrps-33,2423,5193,813,2474,1403,485
F21D5.9,2901,151,54,161,39,12
F21D9.1,158,20,15,5,1,18
F21D9.2,4,11,4,1,101,52
F21D9.3,0,3,1,0,0,0
F21D9.4,828,244,95,102,90,4
NA,559,18,7,7,0,37
F21D9.8,0,13,9,8,11,3
F21G4.1,1853,5613,317,651,1053,119
F21G4.3,60,19,167,1,71,2
phf-34,2053,1660,247,688,182,121
F21G4.5,170,460,203,269,262,28
F21G4.6,5847,3782,1152,2670,1493,498
F21H7.2,1,6957,42,1921,145,236
F21H7.3,5883,22,5,13,12,5
clec-233,792,386,34,4,111,31
F21H7.5,461,69,4,2,231,1080
bgnt-1.3,918,17,126,2,22,1
F21H7.12,5,1352,12,734,10,0
gfat-2,272,160,140,414,884,41341
F22B3.5,0,7,1,0,0,1
F22B3.7,0,37,2,0,0,1
F22B3.8,5,80,11,13,58,66
cut-3,9111,764,17,69,44,4
F22B5.4,292,4005,618,159,260,178
F22B5.5,7,23,7,12,120,99
F22B5.6,69,17,7,20,11,46
F22B5.10,13454,7819,1591,4937,3257,2000
F22B8.3,0,1,3,0,0,0
cth-1,1722,1809,658,2161,1084,340
F22B8.7,2921,4630,652,3582,811,380
F22D6.2,26235,388060,10998,41748,9946,14554
nduf-6,6412,6344,2165,4137,3891,1737
ekl-1,2603,3714,1323,4874,2671,2757
F22D6.9,493,463,96,2327,718,506
F22D6.15,9,623,451,114,311,34
cept-1,1817,14319,1198,1722,3127,1333
F22E12.1,159,30104,2844,6410,3018,973
chw-1,6851,1938,539,1280,724,74
F22E12.3,452,329,233,326,87,16
pals-14,4,931,108,165,109,17
F22G12.3,9,41,16,1,0,10
F22G12.4,2367,2970,1524,1649,1413,3074
F22G12.5,7185,23407,3379,8088,4325,11270
F23A7.1,20,75,2,44,7,107
F23A7.3,59,2112,107,138,184,41
F23A7.4,46,5765,3164,2407,6539,11183
F23A7.5,9,895,47,30,126,55
delm-1,12,15,29,0,27,2
F23B2.7,4,30,5,39,113,82
F23B2.10,12,89,5,199,5,2
rpb-12,3519,5342,1044,1985,1969,2327
F23B12.1,66,22,4,14,382,332
F23B12.4,960,33402,2061,927,3827,1628
dlat-1,5426,44041,18059,13429,22703,12060
F23B12.7,8427,8066,1791,11284,5006,3198
F23D12.1,6,254,11,385,7,8
F23D12.2,99,68,15,64,3,437
F23D12.3,3,1241,218,29,209,67
F23D12.4,19,3,3,11,0,58
jmjd-3.2,2165,367,68,175,12,200
fipr-3,8,287,458,73,2567,179
F23D12.7,6,3286,637,1666,1515,527
tomm-20,4562,5623,1680,3141,3394,2233
F23H12.3,407,1548,193,698,222,72
F23H12.5,11086,991,11093,355,6656,27
F23H12.7,248,227,53,159,9,7
fipr-1,11,6861,2515,72,2489,163
fipr-2,11,10062,2839,1268,4682,516
ehbp-1,8687,9954,1854,7596,3368,4027
F25B3.2,13,57,58,580,25,2
rgef-1,254,12639,986,1573,433,54
F25B3.4,145,544,44,342,291,153
F25B3.5,577,1281,152,669,224,38
rtfo-1,13355,25975,2229,7165,3066,5594
NA,6,173,6,16,22,27
acs-12,1129,4823,559,5269,885,237
F25D1.2,19,752,65,286,21,2
F25D1.3,1187,10,149,11,587,0
degt-1,341,477,175,100,128,7
F25D1.5,125,4753,118,195,350,47
tag-353,6511,19977,2272,8333,4008,5059
maph-1.2,259,538,317,408,857,7656
F25D7.5,41,64,9,8,7,9
F25F2.1,29,104,19,105,203,318
snx-27,6374,11188,756,2123,956,722
F25H2.3,91,41,7,36,6,1
F25H2.4,4594,1447,899,1574,1926,1954
ndk-1,43615,154227,62165,99317,85098,76670
F25H2.6,4367,16437,1497,5555,2501,2985
F25H2.7,2065,2531,260,1529,446,289
tct-1,81146,231674,48271,224366,79821,43396
F25H2.12,959,338,235,2326,588,285
rtel-1,982,901,679,3928,1326,1314
F25H5.2,20,332,41,110,80,70
pyk-1,5510,279118,17837,69653,26425,26972
clsp-1,3427,4617,745,3448,1299,1715
mrpl-54,2058,2930,630,1479,1122,860
F25H5.7,408,290,12,125,125,181
F25H5.8,1,18,11,42,197,909
F25H8.1,2603,899,342,1670,890,679
F25H8.2,3353,2219,649,2631,1226,1362
bed-3,5681,2524,5086,1214,1065,117
lurp-2,1,35,18,42,15,2
F25H9.2,962,1152,181,414,242,125
lurp-3,1,113,44,184,26,2
bath-39,1776,1130,164,571,228,86
F25H9.6,1588,812,255,773,473,734
F25H9.7,1514,2953,261,1111,445,239
F26A3.1,2682,6843,775,8355,1513,546
ncbp-2,2786,2915,390,1029,701,1390
F26A3.4,289,57227,7034,21404,2423,876
F26A3.5,3,31,2,15,388,358
del-3,858,422,147,53,29,5
F26A3.7,1083,892,256,1061,468,516
F26C11.1,3,2590,104,165,323,86
F26C11.3,4,196,31,4,0,4
F26D2.3,110,80,81,7,82,6
F26D2.10,34,16,13,23,277,73
clec-234,6,9,4,16,0,0
F26D2.13,39,17,8,1,2,1
F26D2.14,83,20,8,1,2,1
F26D2.15,223,48,3,3,4,6
F26D2.16,19,26,3,26,1,99
lhfp-4,2102,144,193,16,71,6
clec-196,11038,291,34,34,24,24
F26E4.2,794,1195,456,1807,1409,306
F26E4.3,13043,14982,1827,561,3003,468
F26E4.4,2031,3991,386,2519,1021,1414
F26E4.5,6,58,8,26,38,63
cox-7C,12936,34157,12950,15131,18207,11379
F26E4.7,9465,2519,425,1735,815,233
drsh-1,2055,742,654,1900,853,2594
hrdl-1,7659,91217,3873,22782,3971,8482
gpx-1,3954,1241,546,552,1085,298
F26F2.1,15,402,31,642,48,7
F26F2.3,30,101,14,86,5,1
F26F2.4,4,33,4,40,3,0
F26F2.5,80,41,25,1,4,2
clec-263,9,15,10,14,0,10
F26F2.7,1340,7100,464,1314,793,1837
prom-1,487,547,119,893,1055,2093
F26H9.2,9782,17595,2115,12946,2159,2399
nmat-2,661,1766,122,850,234,460
F26H9.5,2733,2036,2041,2390,4856,1393
uggt-2,116,244,35,141,441,63
kbp-3,2880,549,509,855,484,1005
nurf-1,40724,99819,15029,23022,10573,13590
F26H11.4,94,662,23,207,168,297
F27C8.2,1357,1012,62,365,84,4
F27C8.3,45,157,11,169,8,0
F27C8.5,2,23,13,2,649,414
trcs-1,1945,229,64,1731,764,12099
F27D4.1,8456,18476,8039,6683,14157,7568
lsy-22,17956,28406,2612,8878,2823,4476
F27D4.4,5941,8286,2467,5980,7033,2770
F27D4.6,11428,3152,1005,3182,1570,233
F27D4.7,2457,1095,274,1254,659,540
asah-2,0,10293,1881,385,3372,1514
F27E5.3,31,24,2,6,440,38
F27E5.5,0,191,26,215,39,0
hpo-33,0,4,2,0,1,4
F28B1.2,2,4,10,1,1,8
F28C1.1,4182,4594,689,2730,1575,1578
F28C1.3,13381,65187,5094,14375,3468,2570
aptf-4,249,204,50,28,21,660
aptf-3,186,312,51,775,296,1315
F28C6.5,533,460,647,882,303,22
F28C6.8,3236,2481,973,2138,1527,769
F28C6.9,1,460,22,28,10,0
F28C6.10,81,19,7,10,8,26
wdr-46,4935,7297,1511,5880,2898,2478
atz-1,5434,177,9,22,33,445
thn-1,41,552,9,311,17,67
thn-2,2,58,83,56,567,3439
F28D1.6,52,824,256,983,295,40
spe-45,17,30,8,19,43,17
acs-20,6543,4006,5783,676,3024,312
dpm-3,3323,4313,1186,1693,2293,2138
F28D9.4,1258,3290,1332,849,784,515
acs-2,20,52486,1478,15868,1512,5480
fbxa-95,402,832,55,909,154,291
mdt-28,1316,1882,287,1112,448,914
F28F8.7,269,501,105,244,167,177
fbxa-94,35,51,7,66,17,11
cyp-37B1,127,13580,275,4163,453,487
F28G4.2,1144,218,245,32,133,4
F28G4.3,5,324,24,0,9,1
F28G4.4,401,114,117,30,61,2
ceh-89,1975,1437,175,174,187,22
nkat-1,26,81,12,5,32,3
F28H6.4,3475,5531,665,2013,802,1178
F28H6.6,4439,5634,877,3332,889,585
F28H6.7,0,8,0,9,0,0
F28H7.2,12,248,7,11,19,3
F28H7.3,59,3458,3746,91,16977,4485
selt-1.2,18,24,1,8,56,12
irld-6,8,883,41,126,379,60
F28H7.7,135,158,50,23,40,0
F28H7.8,87,5311,467,2113,755,151
sre-6,2,772,162,167,9,3
F29C6.1,342,1287,717,4776,1644,241
rict-1,2717,9822,1390,6278,2820,6108
gfm-1,7521,55299,4682,14656,6920,2889
bath-45,69,220,38,133,82,23
F29C12.6,1,82,2,71,1,4
NA,0,1,0,0,0,0
F29D10.1,142,67,16,120,37,58
F29D10.2,5,25,5,2,14,3
F29D10.3,9,46,4,7,8,4
capg-1,18760,9992,4666,9682,4448,5697
ugt-34,213,161,82,0,34,0
tut-2,3180,1713,422,3062,1023,642
F29G6.1,112,964,624,810,1349,22
ccdc-149,1137,1278,107,578,80,19
hpo-34,7882,239472,33817,17693,58521,17314
calm-1,3909,1018,197,452,248,53
F30A10.2,2517,48,1694,80,521,2
F30A10.3,3159,9309,2092,9937,1616,2361
F30A10.4,6,46,19,6,8,1
sac-1,10635,9107,2024,4682,4232,4558
F30A10.9,10061,8395,1104,20440,2239,1177
usp-48,8341,5187,2303,5984,3470,5141
F30A10.11,2,17,1,0,1,12
F30A10.12,15,6,6,1,30,38
F30F8.1,695,410,349,2227,1636,4029
glna-3,142,3013,170,887,634,304
gras-1,2491,3049,544,1489,806,2812
F30F8.5,2869,3578,576,1749,949,172
F30F8.9,4542,3992,1253,3311,2252,1185
F30F8.10,2464,3123,434,1285,581,1161
npr-33,10,1868,35,812,32,5
F31B9.2,8,9,2,10,148,2
F31B9.3,262,464,39,327,30,388
F31B9.4,0,15,3,5,209,1
F31B12.4,22,293,32,286,18,8
F31C3.2,5053,5846,1369,4858,2793,4052
F31C3.3,15473,24732,3830,10762,5088,8628
zipt-1,2661,3514,760,2657,1413,2679
psf-2,1113,555,176,453,324,1076
F31C3.6,12374,3789,719,873,1139,157
exos-7,3168,5742,730,4087,1263,925
F31D4.2,11129,14487,3633,13295,3020,2464
clec-264,861,4372,130,577,220,86
F31D4.5,15949,313,114,328,166,25
F31D4.8,1598,922,358,673,885,92
F31D4.9,8358,5984,2973,3975,4450,1537
F31E9.3,23,647,23,336,71,22
sdz-16,19,8,2,1,0,40
srz-58,0,5,1,1,0,0
F31E9.6,739,1054,60,307,54,147
F31F6.1,16,18,7,16,27,630
F31F6.2,66,59,8,49,34,355
F31F6.3,24,34,3,27,26,240
lips-8,9,13,27,46,23,0
eva-1,17311,9772,997,1487,663,51
maph-1.1,20558,61559,11311,12322,9505,3934
F32A11.1,2671,43353,2757,4387,4131,3264
F32A11.3,19,33,4,28,1425,998
NA,1,25,11,2,4,7
mltn-1,202,705,1809,92,2370,139
F32B4.1,38,158,29,83,8,0
F32B4.2,1,15,1,1,156,53
F32B4.4,4482,12011,1990,4424,2153,2904
F32B4.5,129,1635,279,2100,161,50
abhd-11.1,0,9,5,11,2,4
F32B4.8,986,45,500,10,146,31
mccc-1,3142,13111,4138,4369,10457,4605
F32B6.3,3086,1040,427,2400,833,815
F32B6.4,5,12,1,0,480,653
tbc-3,7851,15047,4007,5424,4882,2907
best-13,1481,3462,570,2544,924,182
ttbk-3,48,65,7,16,34,49
F32D8.15,429,3398,252,746,103,13
F32D8.1,387,1309,190,272,118,5
F32D8.2,12,47,20,184,7,1
F32D8.3,2585,160,252,250,149,7
F32D8.4,2201,1801,383,1681,792,579
F32D8.5,2150,1044,494,1177,1176,736
F32D8.7,3053,726,1268,222,702,32
F32D8.8,9,77,23,92,14,0
F32D8.10,69,1369,313,1442,701,82
F32D8.12,1267,13166,1189,1721,3263,1855
F32D8.13,649,368,137,387,85,46
F32D8.14,6538,4484,1688,1872,2577,1767
uig-1,20720,24487,5373,5312,4041,695
F32G8.2,0,37,10,607,1,0
F32G8.3,15,120,3,5080,5,2
best-14,21534,19636,2359,11799,6162,1145
thoc-3,1906,2568,416,2103,819,1257
fasn-1,272620,84143,96048,23499,82505,20020
F32H2.6,1676,238,96,6,44,6
F32H2.7,19,59,2,15,572,878
F32H2.8,9,16,26,21,14,1
F32H2.10,1115,729,238,1208,376,729
F32H5.1,105,2971,2157,308,3791,507
F32H5.3,253,2418,166,853,261,133
F32H5.4,91,1657,210,1289,326,52
F33A8.4,3912,4356,989,3647,1502,1147
sdhd-1,5598,12062,3793,3814,4709,2874
ilkp-1,1034,901,186,268,221,91
F33A8.7,1377,126,802,70,242,16
F33A8.10,176,80,240,318,103,10
F33C8.2,26,183,37,9,13,0
F33C8.4,15,1002,736,359,1127,171
clec-102,35,112,0,0,2,5
F33E2.4,56,28,17,16,201,16
F33E2.5,13516,290,152,17,151,263
F33E2.6,93,182,8,1,1,6
F33E2.7,7,58,1,1,4,8
F33H1.3,4804,5166,715,2364,1126,2554
F33H1.4,9349,9885,1765,6478,3055,6780
F33H2.2,3944,2827,837,1016,1928,2895
F33H2.3,15251,11728,4222,3812,1979,3169
pole-1,3963,4739,2523,3704,3947,11749
F33H2.6,2156,2087,639,2780,1887,673
set-10,1792,605,130,597,387,252
F33H2.8,4689,68,513,66,419,14
evl-18,2120,2282,667,1631,921,3708
F34D10.3,1317,510,72,363,171,49
F34D10.4,948,16677,1283,5573,2139,4456
F34D10.6,1041,13460,845,4663,305,59
F34D10.8,6,26,2,8,179,314
F34H10.1,1,27,3,19,1,0
F34H10.2,17,4551,132,957,41,9
F34H10.3,5409,68706,1467,2359,1654,929
F34H10.4,44,248,21,353,218,10
F34H10.5,23,979,25,44,3,11
F35B12.3,510,17426,3135,9099,1624,211
piit-1,10,1635,172,1916,404,65
sas-5,2627,1391,455,2122,1001,2581
tag-290,259,677,167,442,516,99
glb-15,84,1409,55,1077,117,22
F35B12.9,16,30598,4045,15808,2349,330
F35B12.10,1041,74333,878,4349,1035,156
F35C5.1,6,140,14,237,51,89
F35C5.3,0,20,2,0,0,2
F35C5.4,0,61,1,1,0,2
clec-62,8,15250,1068,219,2866,709
clec-63,369,304687,53776,4396,113260,36634
clec-64,1,339,434,6,341,0
clec-65,36,33311,2746,481,5926,2125
clec-66,292,3070,886,112,2631,328
nspb-11,5,88,60,106,105,14
ddn-2,5,4203,93,24,28,7
F35C5.12,18,51,87,23,116,47
F35C11.2,8,71,7,8,158,306
F35C11.3,0,118,3,7,25,43
F35C11.4,1005,4467,473,1223,702,58
F35C11.5,319,3816,209,1000,1108,5855
F35C11.6,24,1445,121,1882,275,49
F35C11.7,3,3569,292,919,222,51
F35C12.3,1688,1324,686,3129,1272,99
F35E2.1,0,3,2,1,0,0
F35E2.2,74,4,3,0,0,3
NA,0,4,2,0,102,1
F35E2.5,37,26,6,5,528,46
oac-19,2,188,10,2,363,32
NA,5,22,5,36,80,1
F35E2.8,9,16,4,5,0,3
F35E2.9,4,326,24,157,473,315
F35E8.1,0,116,0,23,2,0
F35E8.2,35,134,30,72,68,6
F35E8.6,0,22,3,235,0,1
F35E8.7,1,10,4,46,0,0
F35E8.9,1,23,1,0,0,0
F35E8.10,4,334,2,8,0,0
NA,7,90,1,8,0,2
NA,1,4,2,0,2,5
F35E12.2,4,64,4,359,3,5
fbxa-181,12,40,3,1,0,29
irg-5,17,780,3934,22,24410,1292
F35E12.6,10,21186,7458,348,10160,1700
dct-17,137,1500,1382,118,2966,60
cld-9,191,3524,869,248,1031,131
F35E12.9,1463,4203,1009,1699,1540,296
F35E12.10,10,2509,755,305,1874,1039
F35G2.1,3983,114473,7578,25205,5983,13502
marb-1,1111,5299,1299,3508,2429,1446
F35G2.3,35,25,24,11,1,20
F35G2.5,1472,16,243,26,260,2
mlcd-1,1162,5065,483,5855,877,963
idhg-1,15244,20519,6301,18001,12461,9424
wdr-48,4589,2876,784,1581,1493,3680
F35G12.5,229,365,103,1550,526,714
F35G12.7,1624,565,263,702,281,205
erh-2,3244,966,332,730,601,1917
F35G12.12,3402,4424,1102,4612,2438,2352
F35H8.1,0,49,2,7,35,67
F35H8.2,193,4725,371,5293,636,106
zfp-2,3376,5496,533,2368,874,1910
F35H8.4,4,52,5,107,93,195
ugt-58,4113,11957,2542,6600,4461,1207
cids-2,10825,16187,2069,6585,2855,5022
F36A2.2,3178,11504,876,11531,1443,1143
F36A2.3,989,5630,1986,5702,4788,683
F36A2.7,18058,35815,13151,25076,17271,7416
phip-1,3279,1686,481,2021,646,530
F36A2.9,5327,15423,1451,5618,2987,2738
F36A2.10,57,256,16,105,122,395
F36A2.11,1,10,6,4,126,254
F36A2.12,10,105,2,16,235,98
ubr-5,37372,29211,8207,20211,13977,25324
madf-2,2646,1119,247,653,271,254
sre-22,10,249,16,49,7,2
F36D1.4,2,4,1,11,62,321
F36D1.5,0,25,0,3372,0,0
F36D1.6,22,61,1,77,73,3
F36D1.7,1,1265,32,19,123,13
F36D1.8,98,40,45,13,15,1
F36D1.9,1091,525,92,271,176,108
F36D3.1,1073,1188,346,594,693,449
F36D3.4,0,3,1,34,131,259
F36D3.5,2,12,15,21,318,91
F36D3.8,0,3,4,1,19,22
NA,4,69,3,0,2,3
F36F2.1,3186,3643,580,2623,776,71
F36F2.2,249,2822,209,32667,538,241
rbpl-1,13341,29770,2734,14874,6515,9715
syx-7,4916,12265,1101,3793,1657,1781
fcp-1,3999,3705,1133,5235,2264,2828
F36F2.7,27,974,109,280,37,6
F36F2.8,61,94,14,772,12,8
F36G3.1,7115,2431,2305,2067,2859,544
F36G3.2,1428,1412,477,146,1880,341
F36G3.3,3,1428,93,1268,38,13
F36G9.3,1,183,17,185,130,46
F36G9.7,1,526,3,3345,0,1
clec-232,0,67,7,7,7,12
oac-20,2,84,63,6,591,146
F36G9.13,3,52,5,11,181,16
fbxa-99,32,317,34,10,122,18
F36G9.15,3,12,0,0,3,1
F36H1.3,67,47,12,2,250,493
hrg-4,212,78,604,45,1673,55
hrg-5,12,29,6,4,29,2
hrg-6,684,644,76,450,242,30
F36H1.11,3107,29,144,18,76,3
F36H1.12,0,4,1,722,0,3
tat-5,16700,27136,7270,14851,9772,8167
ent-6,5709,5641,775,2788,1534,2632
F36H2.3,2323,10878,1768,8308,2341,349
F37A8.1,0,75,2,4,98,42
F37A8.2,3,59,9,7,154,303
F37A8.5,2232,11557,1792,3564,385,97
F37B12.1,458,1051,267,115,697,124
F37B12.3,3021,8805,662,5916,1804,1678
mus-101,2853,2679,1205,5115,2456,2943
row-1,9746,8732,1136,4917,1427,3623
F37D6.3,109,85,22,70,29,23
F37D6.4,42,37,8,29,13,19
F37H8.2,256,1110,128,383,126,34
bigr-1,307,5550,308,534,347,88
sfxn-1.2,59,116,18,53,101,180
F37H8.5,6311,4013,3070,4574,4805,3055
clec-170,132,440,413,23,1011,97
clec-167,74,49,25,3,101,2
clec-166,136,1302,1317,17,2965,657
F38A1.6,12,44,10,0,12,1
clec-168,6,14,8,1,7,3
F38A1.8,3557,4074,1656,1803,1888,1008
F38A1.9,696,54,31,58,195,18
clec-165,1078,239,98,83,305,61
F38A1.11,46,12,9,1,3,0
F38A1.13,2,8,1,1,0,0
clec-169,41,64,1011,51,972,36
F38A6.4,287,231,451,55,215,13
F38B2.2,56,4649,257,694,110,16
F38B2.3,206,135,44,197,36,13
F38B2.4,1393,16532,1504,832,2994,1108
ccch-1,7112,454550,4688,47715,3894,2727
F38B7.2,114,2063,498,2561,386,55
F38B7.3,2302,57530,425,2141,695,505
F38C2.1,0,45,1,487,12,1
F38C2.4,3,82,39,52,36,5
ccch-2,60,5,0,2,0,130
clec-191,0,2,2,0,0,0
F38C2.7,110,4,3,0,0,65
hlh-31,5,10,4,108,2,0
cutl-17,1267,444,591,889,86,10
copb-2,36788,20352,19698,12454,18456,10697
F38E11.6,133,1274,103,1972,79,14
F38E11.9,1875,894,164,733,293,36
fbxb-3,175,62,3,6,1,104
F38H4.3,86,3097,178,931,236,49
F38H4.4,9,44,8,4,149,253
F38H4.5,182,813,81,141,80,88
F38H4.6,0,19,3,4,87,158
mob-1,4721,1274,298,1308,521,969
piki-1,8866,14332,1804,5748,2663,2503
hinf-1,18955,16136,1891,3145,1486,7145
F39B2.3,1935,2287,337,991,834,1102
F39B2.5,1431,790,200,503,298,316
mtcu-1,251,1088,155,746,265,271
F39B2.8,1765,11335,775,2328,665,204
mtx-1,2823,2251,1274,1984,2276,2114
psa-3,2032,944,159,236,194,18
F39D8.3,317,476,223,64,125,6
flp-22,32,9260,1114,12427,1209,413
F39H2.3,2897,2889,709,1901,1625,708
F39H11.1,5030,1446,602,2295,1204,869
srsx-1,4,14,5,234,0,0
srbc-25,0,0,4,100,0,0
srbc-26,0,0,3,77,0,0
srz-66,1,20,3,12,0,0
F40D4.12,148,193,40,109,133,7
F40D4.13,14,65,43,331,68,44
F40E10.5,1075,144,1874,45,633,17
F40E10.6,16932,132983,5928,17732,5347,4864
F40F8.1,2655,3370,1239,6486,2784,2331
F40F8.3,493,275,146,519,225,150
F40F8.4,0,7905,1309,6030,1438,238
F40F8.5,62,64453,5185,37924,6066,5823
arrd-6,249,3467,279,1089,177,37
xbx-6,10369,34486,1448,8464,2347,2964
F40F9.3,32,50,2,12,249,150
F40F9.5,3685,5919,1243,1732,1728,351
aagr-3,22382,35771,12550,34791,20762,13957
drap-1,8408,32914,4451,18286,3937,2768
cal-7,12,117,3,20,0,0
F40F9.10,1182,3213,336,1838,252,15
mig-38,43188,81250,8813,23004,7231,6874
F40F11.3,1527,1269,123,798,312,643
F40F11.4,89,489,40,18,19,41
F40F12.3,31,70,8,14,197,161
mam-7,245,19,149,20,37,3
cyld-1,7850,48674,4832,23040,6811,8981
cbp-3,581,6899,1286,2365,2555,1028
sre-8,0,13,4,143,1,0
F40G12.2,20,18,8,5,11,3
F40G12.4,7,7,2,1639,1,3
F40G12.5,15,2384,14,11163,2,5
F40G12.6,65,232,16,335,25,6
F40G12.7,14,23,6,14,2,1
srt-33,10,8,3,307,0,1
F40G12.9,7,5,1,3,0,0
F40G12.10,1,6,6,2,356,289
F40G12.11,417,10,7,8,3,807
oac-26,0,21,8,2,0,0
nhr-265,1,58,12,6,35,0
oac-27,2,18,5,1,38,9
oac-28,0,14,0,0,1,0
F41D3.6,2,165,3,16,16,5
F41D3.7,0,4,1,0,4,0
F41D3.8,0,28,0,2,4,0
F41D3.9,1,355,9,71,8,5
NA,5,29,0,0,0,0
F41D3.11,17,777,9,8,4,1
F41E7.1,1546,12724,1447,3362,971,194
F41E7.2,1877,15604,421,4311,387,96
npr-6,53,7763,159,799,122,26
fip-5,240,1696,560,79,909,119
fipr-21,423,3671,3459,316,6277,1172
F41E7.6,0,319,25,53,15,6
F41E7.7,15,1707,123,3568,129,64
cnc-8,116,3170,799,105,2577,879
F41E7.9,234,614,89,192,67,3
F42A8.1,24,9056,516,17062,730,2158
cup-15,895,2164,260,696,648,1009
tatn-1,2965,167072,7557,8491,7946,2873
sprr-2,82,1431,142,411,236,101
F42E8.1,1,114,7,11,92,1
ttyh-1,41384,44940,3506,9906,4304,1327
F42E11.3,118,331,83,44,37,4
nspc-9,0,85,118,6,573,276
F42F12.3,2142,2281,560,1018,1002,376
F42F12.4,689,1175,230,609,929,302
nspc-13,0,26,73,0,233,164
NA,0,1111,1489,21,2284,920
nspc-12,0,65,0,1,11,4
nspc-10,0,11,137,4,931,432
F42G4.2,32,29,6,37,508,240
F42G4.5,8,2400,376,74,603,314
F42G4.6,1,279,15,19,114,122
F42G4.7,39,24,8,157,28,102
F42G10.1,1,639,309,347,1746,534
F42H11.1,28,3,3,15,2,5
phlp-2,2360,994,404,96,80,26
zhit-2,717,493,137,1358,253,311
F43C1.5,62,203,91,79,208,34
ccnk-1,3463,2322,507,2177,1189,1483
F43D2.3,6,155,20,135,8,17
F43D9.1,95229,1759,2743,600,2550,97
sly-1,5507,7232,2809,2197,2675,2014
F43G6.4,4891,5563,631,400,482,200
F43G6.5,105,35,4,4,3,399
F43G6.7,113,11,1,1,0,363
F43G6.8,3622,16649,370,2311,402,285
patr-1,23602,46435,8578,8396,7708,16870
F43G6.10,148,10,1,4,3,272
hda-5,434,2903,189,2278,645,424
idha-1,12186,211351,13124,20112,17779,10952
lmd-1,3408,888,531,1758,842,749
slc-25A42,1689,6399,1669,6120,2492,756
F43G9.4,2036,2714,349,2006,560,682
cfim-1,4009,2958,714,1962,951,1787
F43G9.8,7,15,10,7,16,30
mfap-1,8771,6905,711,5487,2690,2723
F43G9.12,3393,3806,714,3282,1838,1479
F43G9.13,3160,337,301,1159,469,279
nucb-1,12576,12289,6162,2909,4933,1749
F44A6.3,554,54,100,87,9,0
F44A6.4,1565,926,348,746,630,108
F44A6.5,211,2023,965,661,740,120
magu-4,18365,7462,1603,8953,2844,521
F44D12.2,594,5304,617,789,934,256
NA,0,2,1,0,43,115
gipc-2,60,23,4,12,1101,2218
NA,2,3,3,3,171,433
F44D12.6,18,75,14,46,111,119
NA,0,0,1,0,1,0
F44D12.8,9,28,0,4,217,271
ent-7,173,354,226,702,935,363
F44D12.10,0,2,0,1,0,0
F44E5.1,8255,26761,12446,13197,15729,8787
F44E5.2,243,224,8,1,1,33
F44E5.3,1112,373,15,9,3,6
F44E5.5,20,547,58,66,212,3
NA,52,256,137,129,147,5
clp-8,3,32,6,4,24,27
F44F1.4,1346,2907,90,762,140,236
F44F1.6,4739,50,14,39,4,95
lurp-1,715,4555,201,586,142,22
egg-3,380,608,54,326,307,6073
F44F4.3,26,571,17,190,81,13
F44F4.9,4,0,2,2,18,20
F44F4.10,5,19,1,15,60,73
argk-1,169,281,484,139,463,24
srxa-16,1,7,2,136,0,0
F44G3.7,2,54,5,3,382,184
fbxa-144,0,321,13,245,39,4
F44G3.10,0,466,46,150,72,2
F44G4.1,9322,21666,1423,23497,2474,1243
F44G4.2,11227,18309,5373,7653,9246,4312
F44G4.3,1145,316,150,517,511,352
F44G4.5,3,69,0,3,48,115
F44G4.6,186,1225,88,181,141,26
F44G4.7,48,1593,145,219,67,6
dep-1,30757,29065,4802,8303,4610,494
F45B8.3,32,38,183,6,36,5
F45D3.1,46,6,10,7,0,27
F45D3.2,1292,14369,3178,9275,2544,135
F45D3.3,550,68754,9973,17768,3464,921
F45D3.4,650,36192,3697,48471,1739,2417
F45E6.1,33,22,7,94,3,3
tbc-13,5114,12180,1151,1204,432,296
lips-1,20,1797,99,353,135,32
sdz-19,23,12,5,6,8,37
F45E10.2,2177,14895,218,916,172,363
myo-6,716,28476,2265,5503,766,138
exo-1,592,1086,485,2312,1226,1587
cope-1,12851,8390,3481,2740,4436,1751
F45G2.7,704,431,97,703,180,209
F45G2.8,941,1802,377,1630,1148,619
F45G2.9,527,411,119,596,205,131
F45G2.10,1841,4061,400,2357,788,685
hecw-1,341,5345,289,1191,338,61
F45H10.2,10623,4614,6584,7517,4704,2103
F45H10.3,3751,2969,1243,5869,2132,1418
drr-1,2949,1693,368,1178,797,135
F45H10.5,280,903,61,764,44,16
sptf-1,3060,1283,106,408,195,79
hpo-35,6149,10659,1814,5151,2435,2729
cox-19,1843,1674,678,1297,926,611
F46A8.3,0,79,3,0,4,5
F46A8.4,0,244,3,1,1,1
F46A8.5,2,418,16,4,0,9
F46A8.6,5,69,2,1,26,54
