GeneID,LS,LS_EXP,SecondMax,RestMean,FoldDiff
WBGene00010609,adult Ce,10574.0,3278.0,2661.75,3.2257474069554606
WBGene00010613,adult Ce,1127.0,163.0,46.25,6.914110429447852
WBGene00010614,dauer larva Ce,8021.0,3120.0,823.5,2.5708333333333333
WBGene00010617,dauer larva Ce,861.0,239.0,143.25,3.602510460251046
WBGene00010618,dauer larva Ce,19.0,2.0,1.0,9.5
WBGene00010619,elongating embryo Ce,1227.0,489.0,258.25,2.5092024539877302
WBGene00010628,dauer larva Ce,2872.0,1399.0,1014.0,2.0528949249463904
WBGene00010631,L1 larva Ce,45840.0,22335.0,13096.25,2.0523841504365348
WBGene00010633,adult Ce,1417.0,518.0,131.0,2.7355212355212357
WBGene00010634,adult Ce,291.0,124.0,34.5,2.346774193548387
WBGene00010642,elongating embryo Ce,3689.0,1051.0,459.75,3.509990485252141
WBGene00010643,L1 larva Ce,2217.0,236.0,125.5,9.39406779661017
WBGene00010647,L1 larva Ce,1532.0,342.0,208.5,4.47953216374269
WBGene00010652,elongating embryo Ce,332.0,59.0,30.5,5.627118644067797
WBGene00010653,elongating embryo Ce,11.0,3.0,1.5,3.6666666666666665
WBGene00010656,L1 larva Ce,23.0,9.0,2.25,2.5555555555555554
WBGene00010657,L2L3_larva,1866.0,731.0,336.0,2.5526675786593707
WBGene00010659,L2L3_larva,1117.0,290.0,134.0,3.8517241379310345
WBGene00010661,L1 larva Ce,21151.0,5038.0,1839.0,4.198292973402144
WBGene00010665,L1 larva Ce,64341.0,23306.0,18015.5,2.760705397751652
WBGene00010667,L1 larva Ce,6367.0,1590.0,910.0,4.00440251572327
WBGene00010673,L2L3_larva,8894.0,299.0,178.0,29.745819397993312
WBGene00010675,elongating embryo Ce,1827.0,499.0,230.75,3.661322645290581
WBGene00010679,adult Ce,198.0,93.0,33.0,2.129032258064516
WBGene00010680,dauer larva Ce,307.0,90.0,34.75,3.411111111111111
WBGene00010681,L1 larva Ce,176297.0,49183.0,19710.75,3.5845109082406523
WBGene00010683,elongating embryo Ce,1215.0,224.0,129.75,5.424107142857143
WBGene00010684,L1 larva Ce,1805.0,157.0,76.75,11.496815286624203
WBGene00010686,L1 larva Ce,896.0,222.0,94.25,4.036036036036036
WBGene00010688,L1 larva Ce,22.0,5.0,1.5,4.4
WBGene00010689,adult Ce,69.0,24.0,13.25,2.875
WBGene00010690,adult Ce,414.0,174.0,63.25,2.3793103448275863
WBGene00010691,elongating embryo Ce,2095.0,34.0,22.0,61.61764705882353
WBGene00010693,L1 larva Ce,1272.0,89.0,60.0,14.292134831460674
WBGene00010694,L1 larva Ce,296.0,55.0,20.75,5.381818181818182
WBGene00010698,L2L3_larva,212.0,87.0,42.25,2.4367816091954024
WBGene00010699,elongating embryo Ce,4828.0,2251.0,1526.25,2.1448245224344737
WBGene00010700,L1 larva Ce,45980.0,11492.0,7621.25,4.001044204664114
WBGene00010704,elongating embryo Ce,2145.0,829.0,568.25,2.5874547647768398
WBGene00010707,L1 larva Ce,466.0,70.0,24.75,6.6571428571428575
WBGene00010708,L1 larva Ce,274.0,120.0,44.5,2.283333333333333
WBGene00010717,L1 larva Ce,317.0,155.0,70.75,2.0451612903225804
WBGene00010718,L1 larva Ce,237.0,103.0,45.75,2.3009708737864076
WBGene00010719,adult Ce,608.0,238.0,99.5,2.5546218487394956
WBGene00010723,L2L3_larva,4293.0,2023.0,820.75,2.1220958971824024
WBGene00010724,L1 larva Ce,9232.0,2730.0,1218.25,3.3816849816849817
WBGene00010727,elongating embryo Ce,37831.0,17364.0,11048.0,2.178703063810182
WBGene00010730,L1 larva Ce,69476.0,23239.0,11293.25,2.98962950213004
WBGene00010731,L1 larva Ce,199750.0,21781.0,13432.5,9.170836967999632
WBGene00010734,dauer larva Ce,1743.0,810.0,643.75,2.151851851851852
WBGene00010736,L1 larva Ce,27795.0,9656.0,7335.75,2.8785211267605635
WBGene00010738,elongating embryo Ce,97709.0,40798.0,12483.25,2.3949458306779743
WBGene00010742,elongating embryo Ce,48567.0,23382.0,8180.5,2.077110597895817
WBGene00010743,elongating embryo Ce,264.0,116.0,35.25,2.2758620689655173
WBGene00010744,L1 larva Ce,25440.0,10007.0,4539.25,2.5422204456880184
WBGene00010745,L2L3_larva,2407.0,651.0,195.5,3.697388632872504
WBGene00010749,L2L3_larva,1979.0,601.0,201.75,3.2928452579034944
WBGene00010752,L1 larva Ce,2144.0,357.0,133.5,6.0056022408963585
WBGene00010756,L1 larva Ce,8708.0,2222.0,1371.0,3.918991899189919
WBGene00010758,L1 larva Ce,7180.0,3448.0,2136.75,2.082366589327146
WBGene00010762,L1 larva Ce,114.0,32.0,10.5,3.5625
WBGene00010765,L1 larva Ce,1001.0,306.0,124.0,3.2712418300653594
WBGene00010768,L1 larva Ce,954.0,209.0,139.75,4.564593301435407
WBGene00010770,L1 larva Ce,8469.0,2311.0,1500.25,3.664647338814366
WBGene00010773,L1 larva Ce,13288.0,685.0,296.5,19.3985401459854
WBGene00010775,L1 larva Ce,345.0,71.0,35.25,4.859154929577465
WBGene00010778,dauer larva Ce,26584.0,13278.0,9476.0,2.0021087513179694
WBGene00010782,dauer larva Ce,199.0,90.0,42.5,2.2111111111111112
WBGene00010790,L1 larva Ce,129645.0,34442.0,17169.5,3.764154230300215
WBGene00010791,L1 larva Ce,1056.0,349.0,172.5,3.025787965616046
WBGene00010792,elongating embryo Ce,1378.0,351.0,142.5,3.925925925925926
WBGene00010794,L1 larva Ce,121722.0,30975.0,15828.0,3.929685230024213
WBGene00010795,L1 larva Ce,8268.0,1456.0,680.75,5.678571428571429
WBGene00010796,L1 larva Ce,55057.0,8888.0,5043.25,6.19453195319532
WBGene00010797,dauer larva Ce,241.0,4.0,1.5,60.25
WBGene00010798,dauer larva Ce,144.0,1.0,0.25,144.0
WBGene00010799,L1 larva Ce,420.0,122.0,51.5,3.442622950819672
WBGene00010802,dauer larva Ce,99.0,10.0,4.75,9.9
WBGene00010805,L1 larva Ce,2589.0,755.0,519.5,3.4291390728476823
WBGene00010806,L1 larva Ce,65845.0,14967.0,12200.5,4.399345226164228
WBGene00010808,adult Ce,1615.0,290.0,110.25,5.568965517241379
WBGene00010813,L1 larva Ce,47962.0,7297.0,4722.25,6.572838152665479
WBGene00010817,L2L3_larva,2.0,0.0,0.0,inf
WBGene00010818,L1 larva Ce,94.0,27.0,11.0,3.4814814814814814
WBGene00010820,L1 larva Ce,38.0,10.0,4.0,3.8
WBGene00010821,L1 larva Ce,145.0,10.0,5.0,14.5
WBGene00010823,L1 larva Ce,19.0,6.0,2.0,3.1666666666666665
WBGene00010825,L1 larva Ce,163.0,78.0,38.75,2.08974358974359
WBGene00010827,L1 larva Ce,12304.0,4156.0,1812.0,2.9605389797882578
WBGene00010828,L1 larva Ce,40762.0,8903.0,7503.75,4.5784566999887675
WBGene00010829,L1 larva Ce,775.0,206.0,118.75,3.762135922330097
WBGene00010836,elongating embryo Ce,821.0,200.0,134.5,4.105
WBGene00010837,dauer larva Ce,296.0,129.0,50.75,2.294573643410853
WBGene00010838,L1 larva Ce,18003.0,1950.0,945.75,9.232307692307693
WBGene00010840,L1 larva Ce,51149.0,7726.0,4691.5,6.620372767279316
WBGene00010848,L1 larva Ce,4167.0,1554.0,723.5,2.6814671814671813
WBGene00010854,L1 larva Ce,153.0,70.0,19.75,2.1857142857142855
WBGene00010856,L1 larva Ce,1111.0,350.0,185.0,3.1742857142857144
WBGene00010859,L1 larva Ce,710.0,333.0,156.75,2.1321321321321323
WBGene00010862,L1 larva Ce,74.0,2.0,0.75,37.0
WBGene00010864,L1 larva Ce,4537.0,820.0,304.25,5.532926829268293
WBGene00010867,L1 larva Ce,14485.0,6580.0,4316.25,2.201367781155015
WBGene00010868,L1 larva Ce,70460.0,33716.0,12583.0,2.08980899276308
WBGene00010869,adult Ce,350.0,156.0,68.25,2.2435897435897436
WBGene00010870,elongating embryo Ce,20543.0,6419.0,3044.75,3.2003427325128526
WBGene00010871,L1 larva Ce,2178.0,339.0,177.0,6.424778761061947
WBGene00010885,adult Ce,18.0,3.0,1.25,6.0
WBGene00010887,L1 larva Ce,853.0,353.0,161.0,2.41643059490085
WBGene00010889,dauer larva Ce,3138.0,1558.0,1095.5,2.0141206675224645
WBGene00010890,dauer larva Ce,35434.0,17094.0,10568.75,2.072891072891073
WBGene00010893,elongating embryo Ce,12782.0,702.0,207.75,18.20797720797721
WBGene00010897,L1 larva Ce,9531.0,4190.0,2134.5,2.2747016706443914
WBGene00010898,elongating embryo Ce,4729.0,937.0,307.75,5.046958377801494
WBGene00010899,elongating embryo Ce,6020.0,1893.0,1290.5,3.1801373481246697
WBGene00010901,L1 larva Ce,20003.0,8956.0,3007.25,2.2334747655203215
WBGene00010902,L1 larva Ce,10100.0,2110.0,1631.25,4.786729857819905
WBGene00010907,L1 larva Ce,2588.0,373.0,178.75,6.938337801608579
WBGene00010908,L1 larva Ce,46374.0,21000.0,13781.75,2.208285714285714
WBGene00010910,L1 larva Ce,22847.0,3186.0,2693.75,7.171060891399875
WBGene00010911,L1 larva Ce,17462.0,4793.0,3899.25,3.643229709993741
WBGene00010912,L1 larva Ce,23829.0,11837.0,7873.75,2.013094534088029
WBGene00010918,L1 larva Ce,25045.0,4326.0,2399.75,5.789412852519648
WBGene00010919,L1 larva Ce,150.0,65.0,29.25,2.3076923076923075
WBGene00010923,L1 larva Ce,28039.0,13890.0,11530.5,2.0186465082793377
WBGene00010925,elongating embryo Ce,2935.0,696.0,387.5,4.216954022988506
WBGene00010929,dauer larva Ce,491.0,74.0,20.0,6.635135135135135
WBGene00010930,dauer larva Ce,512.0,8.0,4.25,64.0
WBGene00010932,dauer larva Ce,33.0,14.0,5.0,2.357142857142857
WBGene00010934,dauer larva Ce,152.0,24.0,12.25,6.333333333333333
WBGene00010935,L1 larva Ce,345805.0,12066.0,6057.5,28.659456323553787
WBGene00010936,L1 larva Ce,15041.0,852.0,437.25,17.6537558685446
WBGene00010940,L1 larva Ce,1947.0,469.0,160.75,4.151385927505331
WBGene00010942,L1 larva Ce,26668.0,6676.0,4148.75,3.994607549430797
WBGene00010943,L1 larva Ce,13603.0,4751.0,2303.0,2.8631866975373605
WBGene00010945,dauer larva Ce,10181.0,3192.0,994.75,3.1895363408521304
WBGene00010946,dauer larva Ce,81.0,24.0,13.75,3.375
WBGene00010947,L1 larva Ce,10496.0,1286.0,955.75,8.161741835147746
WBGene00010950,L1 larva Ce,99.0,9.0,4.0,11.0
WBGene00010951,elongating embryo Ce,3287.0,632.0,474.75,5.200949367088608
WBGene00010953,adult Ce,211.0,2.0,1.25,105.5
WBGene00010954,L1 larva Ce,33.0,2.0,0.75,16.5
WBGene00010955,L1 larva Ce,258.0,126.0,33.5,2.0476190476190474
WBGene00010971,L1 larva Ce,1740.0,354.0,190.0,4.915254237288136
WBGene00010972,L1 larva Ce,3359.0,1576.0,1031.0,2.1313451776649748
WBGene00010976,L1 larva Ce,29548.0,12321.0,4314.25,2.3981819657495334
WBGene00010981,elongating embryo Ce,1922.0,349.0,150.5,5.507163323782235
WBGene00010982,dauer larva Ce,12199.0,1055.0,444.5,11.56303317535545
WBGene00010986,L1 larva Ce,8401.0,2010.0,700.5,4.179601990049751
WBGene00010991,L1 larva Ce,192.0,90.0,42.25,2.1333333333333333
WBGene00010992,L1 larva Ce,804.0,155.0,64.5,5.187096774193549
WBGene00011000,adult Ce,1137.0,62.0,32.25,18.338709677419356
WBGene00011001,L2L3_larva,47.0,7.0,4.5,6.714285714285714
WBGene00011004,elongating embryo Ce,1095.0,308.0,165.0,3.5551948051948052
WBGene00011005,L1 larva Ce,13.0,6.0,3.5,2.1666666666666665
WBGene00011006,L2L3_larva,4655.0,2096.0,774.5,2.2208969465648853
WBGene00011007,L1 larva Ce,7.0,3.0,1.0,2.3333333333333335
WBGene00011008,L2L3_larva,63.0,11.0,4.0,5.7272727272727275
WBGene00011009,L1 larva Ce,177.0,86.0,38.5,2.058139534883721
WBGene00011010,adult Ce,1886.0,332.0,103.5,5.680722891566265
WBGene00011011,adult Ce,5141.0,328.0,98.25,15.673780487804878
WBGene00011012,adult Ce,601.0,157.0,46.75,3.828025477707006
WBGene00011013,L1 larva Ce,35.0,17.0,8.5,2.0588235294117645
WBGene00011014,dauer larva Ce,803.0,353.0,160.5,2.274787535410765
WBGene00011018,dauer larva Ce,24655.0,7927.0,2043.0,3.110256086791977
WBGene00011020,L1 larva Ce,2149.0,746.0,390.25,2.8806970509383376
WBGene00011023,L2L3_larva,450.0,6.0,3.5,75.0
WBGene00011024,L2L3_larva,155.0,2.0,1.25,77.5
WBGene00011025,L2L3_larva,38.0,4.0,1.25,9.5
WBGene00011028,L1 larva Ce,3006.0,983.0,572.75,3.0579857578840284
WBGene00011036,L1 larva Ce,17385.0,7661.0,5778.5,2.269285993995562
WBGene00011039,adult Ce,892.0,410.0,356.25,2.175609756097561
WBGene00011041,elongating embryo Ce,183.0,68.0,41.5,2.6911764705882355
WBGene00011042,L1 larva Ce,4323.0,1750.0,551.0,2.470285714285714
WBGene00011043,L1 larva Ce,7741.0,3746.0,2796.0,2.0664709022957823
WBGene00011049,adult Ce,321.0,158.0,104.25,2.0316455696202533
WBGene00011050,L1 larva Ce,21599.0,6305.0,5057.5,3.4256938937351307
WBGene00011051,L1 larva Ce,15662.0,6795.0,6112.75,2.3049300956585723
WBGene00011055,L1 larva Ce,7761.0,3256.0,1676.5,2.3835995085995085
WBGene00011060,L1 larva Ce,49395.0,7340.0,2515.25,6.729564032697548
WBGene00011061,adult Ce,29454.0,11057.0,5337.5,2.663832866057701
WBGene00011062,dauer larva Ce,568.0,243.0,191.75,2.337448559670782
WBGene00011063,adult Ce,23817.0,519.0,317.5,45.89017341040462
WBGene00011069,L1 larva Ce,8611.0,926.0,389.5,9.299136069114471
WBGene00011070,L1 larva Ce,4509.0,1047.0,333.5,4.306590257879656
WBGene00011072,L1 larva Ce,10950.0,4817.0,2508.75,2.2731990865684035
WBGene00011073,L1 larva Ce,2891.0,875.0,481.25,3.304
WBGene00011074,L1 larva Ce,844.0,275.0,153.5,3.069090909090909
WBGene00011088,L1 larva Ce,1974.0,626.0,347.5,3.1533546325878596
WBGene00011095,elongating embryo Ce,12968.0,4022.0,2121.5,3.2242665340626555
WBGene00011097,L1 larva Ce,1492.0,281.0,184.5,5.309608540925267
WBGene00011102,L1 larva Ce,37890.0,18564.0,7037.75,2.0410471881060115
WBGene00011103,L2L3_larva,1006.0,350.0,253.25,2.874285714285714
WBGene00011104,elongating embryo Ce,5763.0,181.0,93.25,31.83977900552486
WBGene00011106,L1 larva Ce,14946.0,6136.0,4329.0,2.4357887874837028
WBGene00011111,elongating embryo Ce,11785.0,4227.0,3378.5,2.7880293352259287
WBGene00011112,L2L3_larva,3266.0,1106.0,565.5,2.9529837251356237
WBGene00011114,adult Ce,398.0,162.0,44.75,2.45679012345679
WBGene00011121,elongating embryo Ce,2660.0,686.0,223.0,3.877551020408163
WBGene00011124,elongating embryo Ce,2148.0,950.0,639.0,2.261052631578947
WBGene00011127,dauer larva Ce,26.0,5.0,3.5,5.2
WBGene00011128,L1 larva Ce,164269.0,51845.0,26737.75,3.1684636898447294
WBGene00011129,L1 larva Ce,395.0,178.0,102.75,2.2191011235955056
WBGene00011130,L1 larva Ce,109.0,48.0,28.75,2.2708333333333335
WBGene00011132,adult Ce,71.0,28.0,15.25,2.5357142857142856
WBGene00011134,adult Ce,71.0,15.0,6.75,4.733333333333333
WBGene00011136,L1 larva Ce,359.0,142.0,69.25,2.528169014084507
WBGene00011139,elongating embryo Ce,4225.0,1329.0,770.5,3.1790820165538
WBGene00011146,L1 larva Ce,116369.0,25409.0,14585.75,4.579833917115982
WBGene00011147,elongating embryo Ce,3687.0,884.0,562.75,4.170814479638009
WBGene00011151,dauer larva Ce,38.0,2.0,0.75,19.0
WBGene00011152,adult Ce,453.0,69.0,33.5,6.565217391304348
WBGene00011153,adult Ce,771.0,168.0,57.75,4.589285714285714
WBGene00011154,L1 larva Ce,9759.0,2502.0,1450.5,3.9004796163069546
WBGene00011157,dauer larva Ce,7677.0,195.0,50.5,39.36923076923077
WBGene00011158,dauer larva Ce,1689.0,756.0,192.75,2.234126984126984
WBGene00011159,dauer larva Ce,4097.0,16.0,7.5,256.0625
WBGene00011161,L1 larva Ce,75.0,17.0,9.25,4.411764705882353
WBGene00011162,dauer larva Ce,673.0,85.0,40.25,7.91764705882353
WBGene00011163,dauer larva Ce,168.0,64.0,23.0,2.625
WBGene00011166,L1 larva Ce,1646.0,760.0,215.5,2.1657894736842107
WBGene00011168,dauer larva Ce,2411.0,741.0,283.25,3.2537112010796223
WBGene00011171,L1 larva Ce,715.0,197.0,148.5,3.6294416243654823
WBGene00011172,adult Ce,135.0,21.0,9.0,6.428571428571429
WBGene00011174,L2L3_larva,32.0,12.0,4.25,2.6666666666666665
WBGene00011175,elongating embryo Ce,47752.0,552.0,267.75,86.5072463768116
WBGene00011176,adult Ce,2458.0,1003.0,275.25,2.4506480558325023
WBGene00011177,adult Ce,9.0,3.0,1.5,3.0
WBGene00011182,L2L3_larva,58857.0,19384.0,10539.25,3.036370202228642
WBGene00011186,dauer larva Ce,90.0,40.0,11.25,2.25
WBGene00011187,L1 larva Ce,46.0,3.0,1.0,15.333333333333334
WBGene00011189,elongating embryo Ce,2030.0,719.0,420.5,2.82336578581363
WBGene00011190,L1 larva Ce,1348.0,342.0,159.5,3.9415204678362574
WBGene00011192,dauer larva Ce,61.0,29.0,15.5,2.103448275862069
WBGene00011196,dauer larva Ce,2.0,0.0,0.0,inf
WBGene00011205,elongating embryo Ce,7069.0,2419.0,1554.5,2.9222819346837534
WBGene00011208,L1 larva Ce,51.0,11.0,4.5,4.636363636363637
WBGene00011209,L1 larva Ce,437.0,203.0,119.0,2.1527093596059115
WBGene00011211,L1 larva Ce,25.0,9.0,2.5,2.7777777777777777
WBGene00011212,L1 larva Ce,8735.0,1732.0,591.25,5.043302540415705
WBGene00011216,L1 larva Ce,6344.0,2944.0,1969.0,2.154891304347826
WBGene00011224,elongating embryo Ce,1478.0,659.0,476.0,2.2427921092564493
WBGene00011225,dauer larva Ce,3269.0,1530.0,1247.5,2.1366013071895424
WBGene00011226,L1 larva Ce,9766.0,694.0,586.0,14.072046109510087
WBGene00011227,L1 larva Ce,16277.0,1905.0,812.25,8.544356955380577
WBGene00011231,L1 larva Ce,1644.0,397.0,228.75,4.141057934508816
WBGene00011232,L1 larva Ce,379519.0,108962.0,75957.25,3.4830399588847487
WBGene00011234,L1 larva Ce,4267.0,321.0,127.75,13.292834890965732
WBGene00011235,L2L3_larva,9324.0,1598.0,916.0,5.834793491864831
WBGene00011238,elongating embryo Ce,933.0,375.0,223.75,2.488
WBGene00011240,L1 larva Ce,60846.0,25475.0,22326.75,2.388459273797841
WBGene00011244,dauer larva Ce,5724.0,1437.0,469.75,3.9832985386221296
WBGene00011245,dauer larva Ce,3550.0,6.0,2.5,591.6666666666666
WBGene00011246,L1 larva Ce,601.0,208.0,71.25,2.889423076923077
WBGene00011249,L1 larva Ce,543.0,89.0,42.25,6.101123595505618
WBGene00011250,L1 larva Ce,16503.0,6666.0,4592.0,2.4756975697569756
WBGene00011254,L1 larva Ce,2186.0,723.0,207.25,3.0235131396957122
WBGene00011255,L1 larva Ce,410.0,65.0,22.25,6.3076923076923075
WBGene00011257,L1 larva Ce,150.0,58.0,25.5,2.586206896551724
WBGene00011259,L1 larva Ce,82997.0,32362.0,18934.5,2.5646437179407946
WBGene00011263,L1 larva Ce,18990.0,8625.0,2819.0,2.2017391304347824
WBGene00011264,L1 larva Ce,39.0,7.0,3.75,5.571428571428571
WBGene00011265,L1 larva Ce,1622.0,192.0,104.25,8.447916666666666
WBGene00011267,elongating embryo Ce,640.0,152.0,72.0,4.2105263157894735
WBGene00011270,L1 larva Ce,90533.0,14009.0,7471.75,6.462488400314084
WBGene00011272,elongating embryo Ce,9904.0,4125.0,1971.25,2.400969696969697
WBGene00011274,dauer larva Ce,4228.0,1517.0,1173.0,2.787079762689519
WBGene00011278,L2L3_larva,1251.0,212.0,110.25,5.900943396226415
WBGene00011279,L1 larva Ce,54534.0,7050.0,5154.75,7.735319148936171
WBGene00011282,L1 larva Ce,24938.0,5717.0,4530.75,4.362078012943852
WBGene00011283,elongating embryo Ce,35532.0,12790.0,7783.5,2.7781078967943706
WBGene00011284,L1 larva Ce,3321.0,929.0,417.25,3.57481162540366
WBGene00011285,L1 larva Ce,3858.0,444.0,206.75,8.68918918918919
WBGene00011286,L1 larva Ce,3572.0,359.0,159.75,9.949860724233984
WBGene00011287,L1 larva Ce,5885.0,1918.0,747.75,3.06830031282586
WBGene00011288,L1 larva Ce,385.0,45.0,22.75,8.555555555555555
WBGene00011289,L1 larva Ce,19512.0,6385.0,2654.0,3.055912294440094
WBGene00011290,L2L3_larva,101.0,24.0,8.0,4.208333333333333
WBGene00011292,L1 larva Ce,83674.0,14521.0,7365.5,5.762275325390814
WBGene00011294,dauer larva Ce,814.0,33.0,18.25,24.666666666666668
WBGene00011295,L2L3_larva,24.0,4.0,2.25,6.0
WBGene00011296,L1 larva Ce,395.0,56.0,38.25,7.053571428571429
WBGene00011298,L1 larva Ce,4257.0,1591.0,1108.75,2.675675675675676
WBGene00011299,L1 larva Ce,50365.0,10666.0,6166.5,4.722013875867241
WBGene00011304,L1 larva Ce,713059.0,69368.0,32084.25,10.279365125129743
WBGene00011307,L2L3_larva,2201.0,281.0,152.25,7.832740213523132
WBGene00011308,elongating embryo Ce,9341.0,4375.0,3265.75,2.1350857142857143
WBGene00011310,elongating embryo Ce,3121.0,1344.0,635.5,2.322172619047619
WBGene00011312,L1 larva Ce,22350.0,7980.0,6675.5,2.800751879699248
WBGene00011314,elongating embryo Ce,2367.0,891.0,426.75,2.6565656565656566
WBGene00011315,L1 larva Ce,1720.0,272.0,181.5,6.323529411764706
WBGene00011317,L1 larva Ce,1215.0,331.0,117.5,3.6706948640483383
WBGene00011319,elongating embryo Ce,2980.0,1053.0,867.5,2.8300094966761633
WBGene00011320,adult Ce,5837.0,197.0,125.0,29.629441624365484
WBGene00011324,adult Ce,2508.0,1243.0,1064.75,2.017699115044248
WBGene00011325,dauer larva Ce,751.0,129.0,84.0,5.821705426356589
WBGene00011326,L1 larva Ce,35041.0,5560.0,3560.25,6.302338129496403
WBGene00011328,L1 larva Ce,52935.0,14657.0,7612.0,3.611584908234973
WBGene00011331,L1 larva Ce,24315.0,3813.0,2160.75,6.3768686073957515
WBGene00011335,L1 larva Ce,1647.0,808.0,399.25,2.0383663366336635
WBGene00011336,adult Ce,253.0,47.0,23.25,5.382978723404255
WBGene00011337,L1 larva Ce,23648.0,5194.0,1938.0,4.552945706584521
WBGene00011341,L1 larva Ce,16.0,7.0,2.0,2.2857142857142856
WBGene00011345,elongating embryo Ce,17853.0,5028.0,2282.75,3.5507159904534604
WBGene00011350,adult Ce,4687.0,583.0,418.75,8.039451114922812
WBGene00011352,L1 larva Ce,55574.0,12621.0,7750.5,4.403296093811901
WBGene00011354,dauer larva Ce,1668.0,321.0,91.75,5.196261682242991
WBGene00011359,L1 larva Ce,49.0,6.0,2.0,8.166666666666666
WBGene00011360,L1 larva Ce,72.0,21.0,10.25,3.4285714285714284
WBGene00011362,L2L3_larva,1417.0,179.0,86.75,7.916201117318436
WBGene00011363,L1 larva Ce,84.0,33.0,14.0,2.5454545454545454
WBGene00011365,elongating embryo Ce,1360.0,156.0,87.75,8.717948717948717
WBGene00011366,elongating embryo Ce,1941.0,550.0,318.75,3.5290909090909093
WBGene00011371,L1 larva Ce,2750.0,477.0,174.75,5.765199161425577
WBGene00011372,L1 larva Ce,5803.0,2613.0,775.25,2.2208189820130118
WBGene00011376,adult Ce,7258.0,1838.0,1553.75,3.9488574537540804
WBGene00011379,L2L3_larva,458.0,67.0,27.25,6.835820895522388
WBGene00011380,L1 larva Ce,6022.0,1993.0,853.0,3.02157551430005
WBGene00011382,L1 larva Ce,14791.0,3890.0,1272.25,3.8023136246786633
WBGene00011383,elongating embryo Ce,171471.0,21518.0,7841.75,7.968723859094712
WBGene00011384,L1 larva Ce,683.0,194.0,91.5,3.520618556701031
WBGene00011385,L1 larva Ce,1201.0,408.0,195.5,2.9436274509803924
WBGene00011386,L1 larva Ce,16.0,3.0,2.0,5.333333333333333
WBGene00011389,adult Ce,12.0,5.0,2.25,2.4
WBGene00011392,L1 larva Ce,177213.0,65537.0,19467.0,2.704014526145536
WBGene00011395,dauer larva Ce,57.0,12.0,3.25,4.75
WBGene00011397,L1 larva Ce,3920.0,779.0,261.75,5.03209242618742
WBGene00011398,L1 larva Ce,36635.0,14407.0,7120.75,2.542861109183036
WBGene00011400,L1 larva Ce,16064.0,5568.0,1593.0,2.8850574712643677
WBGene00011401,dauer larva Ce,1212.0,255.0,169.0,4.752941176470588
WBGene00011407,dauer larva Ce,5445.0,1794.0,1002.75,3.0351170568561874
WBGene00011409,L1 larva Ce,28167.0,10319.0,7032.5,2.729624963659269
WBGene00011414,adult Ce,361.0,119.0,55.0,3.033613445378151
WBGene00011424,L1 larva Ce,2690.0,1173.0,343.0,2.2932651321398123
WBGene00011425,L1 larva Ce,83.0,33.0,18.75,2.515151515151515
WBGene00011426,L1 larva Ce,251.0,45.0,17.5,5.5777777777777775
WBGene00011429,dauer larva Ce,9146.0,1563.0,450.75,5.851567498400512
WBGene00011432,adult Ce,563.0,149.0,52.25,3.778523489932886
WBGene00011433,L1 larva Ce,20663.0,5027.0,1756.75,4.110403819375373
WBGene00011434,elongating embryo Ce,7907.0,2083.0,998.5,3.7959673547767645
WBGene00011435,dauer larva Ce,375.0,89.0,60.0,4.213483146067416
WBGene00011438,adult Ce,209.0,94.0,37.5,2.223404255319149
WBGene00011439,elongating embryo Ce,2185.0,973.0,561.75,2.2456320657759505
WBGene00011440,L1 larva Ce,8756.0,2465.0,1294.5,3.552129817444219
WBGene00011441,elongating embryo Ce,6752.0,2705.0,1966.5,2.496118299445471
WBGene00011443,elongating embryo Ce,3350.0,386.0,176.75,8.678756476683938
WBGene00011445,L1 larva Ce,7603.0,2125.0,850.75,3.5778823529411765
WBGene00011446,L2L3_larva,6560.0,3012.0,1475.5,2.1779548472775563
WBGene00011447,elongating embryo Ce,5476.0,2417.0,840.75,2.265618535374431
WBGene00011453,L1 larva Ce,1648.0,564.0,228.25,2.921985815602837
WBGene00011458,L1 larva Ce,18.0,7.0,4.5,2.5714285714285716
WBGene00011460,adult Ce,456.0,137.0,49.5,3.3284671532846715
WBGene00011463,L1 larva Ce,2423.0,316.0,127.25,7.667721518987341
WBGene00011468,elongating embryo Ce,1849.0,742.0,351.75,2.4919137466307277
WBGene00011469,adult Ce,19.0,9.0,5.75,2.111111111111111
WBGene00011471,L1 larva Ce,4276.0,953.0,295.75,4.48688352570829
WBGene00011472,L2L3_larva,69.0,25.0,20.75,2.76
WBGene00011474,L1 larva Ce,75950.0,27154.0,15947.0,2.797009648670546
WBGene00011476,L1 larva Ce,3542.0,1036.0,577.5,3.418918918918919
WBGene00011485,dauer larva Ce,113.0,11.0,3.25,10.272727272727273
WBGene00011487,L2L3_larva,10010.0,2090.0,700.5,4.7894736842105265
WBGene00011489,adult Ce,6663.0,1956.0,956.25,3.4064417177914113
WBGene00011492,dauer larva Ce,334.0,93.0,34.75,3.5913978494623655
WBGene00011497,elongating embryo Ce,4327.0,1188.0,700.75,3.6422558922558923
WBGene00011498,elongating embryo Ce,16510.0,4646.0,2807.0,3.553594489883771
WBGene00011500,L1 larva Ce,5928.0,2509.0,1692.75,2.3626943005181347
WBGene00011501,adult Ce,13894.0,2856.0,1613.75,4.86484593837535
WBGene00011505,adult Ce,593.0,63.0,35.0,9.412698412698413
